Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
smw,hc,2021,8,8,6:35,1,U07753,F,G,BCHU,F,2,,LS,,,2,Y,U,R,,4X4,R,,46.5,22.3,n,0,2,1,F,F,F,L,3.4,,,,,,,,,
smw,hc,2021,8,8,6:57,1,U07754,G,G,BCHU,F,1,,MS,,,,,U,E,,,P,,46.5,21.5,n,P,2,2,2,4,F,M,3.46,,,,,,,,,
smw,hc,2021,8,8,7:02,1,U07755,F,G,BCHU,F,1,,NS,,,0,N,U,E,,4X3,P,,46,19.7,n,0,2,1,1,6,F,M,3.28,,,,,,,,,
smw,hc,2021,8,8,7:29,1,U07756,G,G,BBLH,F,2,,,,,2,Y,,,,,,,51,22.5,n,0,2,2,3,3,F,F,3.42,,,,,,,,,
smw,hc,2021,8,8,8:30,1,U07757,F,G,BCHU,F,1,,NS,,,0,N,U,E,,,P,,46,22.3,n,0,2,2,2,L,F,M,3.41,,,,,,,,,
smw,hc,2021,8,8,9:54,1,U07758,F,G,ANHU,F,2,,R,5,,2,Y,E,E,,,,,0,18.4,n,T,2,1,1,0,F,,4.09,,,, , ,,,,MISSING TAIL FEATHERS
smw,hc,2021,8,8,10:24,1,U07759,F,G,BCHU,F,1,,MS,,,,,E,U,,,P,,47,22.4,n,0,2,1,1,5,F,M,3.43,,,,,,,,,
smw,hc,2021,8,8,10:30,1,U07760,F,G,BCHU,F,2,,NS,,,2,Y,U,R,,4X4,R,,46,20.3,n,0,2,2,2,F,F,L,3.1,,,,,,,,,
smw,hc,2021,8,21,6:30,1,U07761,F,G,BCHU,F,1,,MS,,,,,U,E,,,P,,45.5,19.8,n,0,5,1,F,L,F,L,3.15,,,,,,,,,
smw,hc,2021,8,21,7:07,1,U07762,G,G,BCHU,F,2,,LS,,,3,Y,U,R,,4X4,R,,46,20.7,wh,0,2,F,F,F,F,L,3.15,,,,,,,,,
smw,hc,2021,8,21,10:27,1,U07763,F,G,BCHU,F,2,,LS,,,1,S,U,R,,5X4,R,,45,20.2,wh,0,2,2,1,F,F,L,3.05,,,,,,,,,
smw,hc,2021,9,4,6:31,1,U07764,F,G,BCHU,F,1,,LS,,,0,N,U,E,,,P,,47,23.4,n,P,5,F,1,L,F,L,3.51,,,,,,,,,
smw,hc,2021,9,4,6:36,1,U07765,F,G,BCHU,F,1,,NS,,,0,N,U,E,,,P,,46.5,22.3,n,0,5,F,F,4,F,L,3.29,,,,,,,,,
smw,hc,2021,9,4,6:45,1,U07766,F,G,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46,21,n,0,2,1,F,6,L,M,3.51,,,,,,,,,
smw,hc,2021,9,4,7:06,1,U07767,F,G,BCHU,F,1,,NS,,,0,N,U,,,E,P,,0,20.5,wh,P,2,1,1,0,F,2,3.1,,,,,,,,,DELETE WING CHORD MEASUREMENT
smw,hc,2021,9,4,7:13,1,U07768,F,G,BCHU,F,1,,LS,,,0,N,U,E,,,P,,45.5,20.3,n,T,2,2,1,L,F,M,3.13,,,,,,,,,
smw,hc,2021,9,4,7:17,1,U07769,F,G,BCHU,F,1,,NS,,,0,N,U,E,,,P,,47,20.4,wn,1,5,1,1,L,L,M,3.61,,,,,,,,,
smw,hc,2021,9,4,7:21,1,U07770,G,G,BCHU,F,1,,NS,,,0,N,U,E,,,P,,46.5,22.6,n,T,2,1,1,M,L,M,3.32,,,,,,,,,
smw,hc,2021,9,4,7:38,1,U07771,F,G,BCHU,F,2,,NS,,,2,Y,U,R,,5X5,R,,47.5,21,wh,T,2,1,2,F,F,M,3.5,,,,,,,,,
smw,hc,2021,9,4,11:08,1,U07772,F,G,BCHU,F,1,,MS,,,0,N,U,E,,,P,,45,19.7,wh,T,2,1,2,4,2,L,3.45,,,,,,,,,
smw,hc,2021,9,21,6:42,1,U07773,F,G,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46.5,21.7,n,3,2,1,1,L,F,L,4.1,,,,1,7:52,,,,
smw,hc,2021,9,21,7:21,1,U07774,F,G,ANHU,F,2,,R,5,,1,S,E,R,,,R,,50,18.3,n,1,2,F,F,F,F,L,3.99,,,,,,,,,
smw,hc,2021,9,21,7:41,1,U07775,F,G,ANHU,F,1,,R,20,,0,S,E,E,,,N,,50,19.8,n,0,2,F,F,F,F,F,3.65,,,,,,,,,
smw,hc,2021,9,21,7:45,1,U07776,F,G,ANHU,F,1,,MS,,,0,S,E,E,,,N,,50,20.1,n,P,5,1,1,F,F,F,3.91,,,,,,,,,
smw,hc,2021,9,21,8:18,1,U07777,E,G,ANHU,F,2,,HS,,,2,Y,E,R,,,N,,50.5,18.8,wn,1,2,2,1,7,1,L,4.96,,,,,,,,,
smw,hc,2021,9,21,8:36,1,U07778,F,G,BCHU,F,1,,LS,,,0,N,U,E,,,P,,45,20.3,n,1,2,L,F,L,F,M,3.37,,,,,,,,,
smw,hc,2021,9,21,8:48,1,U07779,E,G,ANHU,F,1,,MS,,,0,S,E,E,,,N,,50.5,19.8,n,0,2,F,F,F,F,F,3.85,,,,,,,,,
smw,hc,2021,9,21,8:51,1,U07780,F,G,ANHU,F,1,,HS,,,0,S,E,E,,,N,,50,19.5,wh,2,5,1,F,F,F,L,4.9,,,,,,,,,
smw,hc,2021,9,21,9:51,1,U07781,G,G,BCHU,F,2,,LS,,,2,Y,U,R,,4X4,R,,46,21.4,n,1,2,F,F,F,F,F,3.59,,,,,,,,,
smw,hc,2021,9,21,9:54,1,U07782,F,G,ANHU,F,1,,R,35,,0,N,E,E,,,R,,51,18.9,n,0,2,F,F,F,F,L,3.95,,,,1,11:05,,,,
smw,hc,2021,10,2,8:50,R,U07782,1,,ANHU,F,1,,R,30,,0,S,E,E,,,R,,51,18.4,ou,P,2,F,F,F,F,L,3.89,,,,,,,,,
smw,hc,2021,9,21,9:57,1,U07783,F,G,ANHU,F,1,,R,35,,0,S,E,E,,,N,,51.5,19.6,n,0,2,F,F,F,F,F,3.9,,,,,,,,,
smw,hc,2021,9,21,10:49,1,U07784,F,G,ANHU,F,2,,R,4,,1,Y,E,E,,,R,,49,18.9,n,T,2,1,1,F,F,F,3.84,,,,,,,,,
smw,hc,2021,10,2,8:17,R,U07784,1,,ANHU,F,1,,R,5,,0,S,E,E,,,R,,50,18.9,n,P,2,F,F,F,F,F,3.68,,,,,,,,,
smw,hc,2021,9,21,10:58,1,U07785,F,G,ANHU,F,1,,R,25,,0,S,E,E,,,N,,49.5,19.3,n,T,2,F,F,F,F,F,3.97,,,,,,,,,NC
gs,hc,2021,7,10,6:31,1,U08701,D,D,RUHU,M,1,,O,99,,,N,,,,,,,40,16.7,n,1,,1,1,F,F,F,3.48,,,,,,,,,
gs,hc,2021,7,10,7:20,1,U08702,D,D,RUHU,M,1,,O,99,,,N,,,,,,,39,15.4,wh,1,,1,1,L,F,L,3.18,,,,,,,,,
gs,hc,2021,7,10,9:10,1,U08703,B,D,COHU,M,2,,P,2,0,3,Y,E,E,,,Y,2,44,14.7,n,0,,1,1,L,L,L,2.85,,,,1,10:44,,,,TAIL MID WHITE EDGE
gs,hc,2021,7,10,10:16,1,U08704,B,D,BCHU,M,1,,V,99,,,,,,,,,,42,18.1,n,0,,1,1,F,F,L,3.22,,,,,,,,,
smw,hc,2021,8,8,5:58,1,U08705,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.3,yht,T,,2,2,2,F,L,,,,,,,,,,ESCAPED
smw,hc,2021,8,8,6:14,1,U08706,C,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.4,n,T,,L,1,L,F,L,3.02,,,,1,8:46,,,,
smw,hc,2021,8,8,6:17,1,U08707,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,18.5,n,0,,1,2,L,F,L,3.39,,,,,,,,,
smw,hc,2021,8,8,6:28,1,U08708,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,18.8,n,P,,F,F,L,F,L,3.06,,,,,,,,,
smw,hc,2021,8,8,6:34,1,U08709,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.2,n,0,,1,1,L,L,L,3.14,,,,1,7:02,,,,
smw,hc,2021,8,8,6:53,1,U08710,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,20.7,n,0,,2,2,M,L,L,3.13,,,,,,,,,MISSING LEFT R3-5
smw,hc,2021,8,8,7:32,1,U08711,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.9,n,0,,2,2,L,F,L,3.23,,,,,,,,,
smw,hc,2021,8,8,7:40,1,U08712,D,D,BCHU,M,2,,V,3,,3,Y,U,E,,3X2,P,,43.5,19.3,n,0,,2,1,F,F,L,2.81,,,,,,,,,
smw,hc,2021,8,8,7:48,1,U08713,D,D,BCHU,M,2,,HS,,,3,Y,,,,,,,44,19.8,n,P,,2,1,F,F,F,3.2,,,,,,,,,
smw,hc,2021,8,8,8:02,1,U08714,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,19.3,n,0,,2,1,M,F,L,2.96,,,,,,,,,TOENAIL MISSING BEFORE BANDING
smw,hc,2021,8,8,9:05,1,U08715,C,D,COHU,M,2,,P,80,50,,,E,E,,,Y,,46,18.6,n,0,,1,F,6,F,L,3.51,,,,,,,,,
smw,hc,2021,8,8,9:12,1,U08716,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,20,n,0,,3,3,L,L,L,3.26,,,,,,,,,
smw,hc,2021,8,8,9:36,1,U08717,D,D,BCHU,M,1,,V,99,,,,,,,,,,44,18.6,n,T,,F,F,L,L,L,3.2,,,,,,,,,
smw,hc,2021,8,8,10:53,1,U08718,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,44.5,20.3,wn,0,,1,1,F,F,L,3.27,,,,,,,,,
smw,hc,2021,8,21,6:17,1,U08719,D,D,BCHU,M,1,,V,99,,,,,,,,,,41.5,18.5,n,0,,F,F,L,F,L,2.9,,,,,,,,,
smw,hc,2021,8,21,6:19,1,U08720,D,D,BCHU,M,1,,V,99,,,,,,,,,,45,19.1,n,0,,1,1,L,F,L,3.29,,,,,,,,,
smw,hc,2021,8,21,6:22,1,U08721,D,D,BCHU,M,1,,V,99,,,,,,,,,,45,18.3,wh,T,,1,1,L,F,L,3.3,,,,,,,,,
smw,hc,2021,8,21,6:33,1,U08722,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,18.8,n,0,,F,L,L,L,L,2.98,,,,,,,,,
smw,hc,2021,8,21,6:40,1,U08723,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,18.2,wh,1,,L,L,L,F,L,2.87,,,,,,,,,
smw,hc,2021,8,21,6:50,1,U08724,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.2,n,0,,1,1,L,L,L,2.96,,,,,,,,,
smw,hc,2021,9,4,6:15,1,U08725,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,19.9,n,1,,F,1,L,F,L,3.62,,,,,,,,,
smw,hc,2021,9,4,6:28,1,U08726,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,18.7,n,,,F,F,L,L,F,3.21,,,,,,,,,
smw,hc,2021,9,4,6:49,1,U08727,D,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,18,wh,3,,1,1,L,F,L,3.81,,,,,,,,,
smw,hc,2021,9,4,6:53,1,U08728,D,D,BCHU,M,1,,V,99,,,,,,,,,,42,19.4,n,0,,1,L,L,L,L,3.01,,,,,,,,,
smw,hc,2021,9,4,6:56,1,U08729,D,D,BCHU,M,1,,V,99,,,,,,,,,,44,19,n,0,,1,1,M,F,L,3.16,,,,,,,,,
smw,hc,2021,9,4,7:00,1,U08730,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,2X2,P,,42.5,19.7,on,,,1,F,F,F,L,3.05,,,,,,,,,
smw,hc,2021,9,4,7:11,1,U08731,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,20.5,n,T,,1,2,6,F,L,3.31,,,,,,,,,
smw,hc,2021,9,4,7:26,1,U08732,D,D,BCHU,M,2,,V,6,,2,Y,U,E,,2X2,P,,44.5,19.7,yu,0,,1,F,F,F,M,3.08,,,,,,,,,
smw,hc,2021,9,4,7:31,1,U08733,D,D,BCHU,M,1,,V,99,,,,,,,,,,43,19.1,n,2,,F,F,L,F,L,3.28,,,,,,,,,
smw,hc,2021,9,4,7:48,1,U08734,D,D,BCHU,M,1,,V,99,,,,,,,,,,41,18.5,n,1,,1,F,L,F,L,3.06,,,,,,,,,
smw,hc,2021,9,4,7:59,1,U08735,D,D,BCHU,M,2,,V,6,,2,Y,U,E,,2X1,P,,44,18.7,n,0,,1,F,F,F,M,2.99,,,,,,,,,
smw,hc,2021,9,4,8:05,1,U08736,C,D,BCHU,M,1,,V,99,,,,,,,,,,43.5,18.1,wh,T,,1,2,L,F,L,3.45,,,,,,,,,
smw,hc,2021,9,4,8:16,1,U08737,D,D,BCHU,M,2,,V,15,,2,S,U,E,,2X1,P,,44.5,21.2,n,T,,1,1,L,F,M,3.06,,,,,,,,,
smw,hc,2021,9,4,8:42,1,U08738,D,D,BCHU,M,2,,V,40,,2,N,U,E,,,P,,44,18.8,wh,T,,F,F,F,F,L,2.96,,,,,,,,,
smw,hc,2021,9,4,8:48,1,U08739,D,D,BCHU,M,1,,V,99,,,,,,,,,,42.5,20,wh,T,,1,1,L,F,L,3.56,,,,,,,,,
smw,hc,2021,9,21,6:29,1,U08740,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,20.8,wh,3,,1,F,F,F,F,4.16,,,,,,,,,ADULT TAIL
smw,hc,2021,9,21,6:50,1,U08741,D,D,BCHU,M,2,,HS,,,,,U,E,,3X3,P,,45,19.8,n,2,,F,F,F,F,L,3.77,,,,,,,,,
smw,hc,2021,9,21,6:53,1,U08742,D,D,BCHU,M,2,,V,2,,3,Y,U,E,,3X3,P,,46,17.9,n,2,,F,F,F,F,L,3.56,,,,,,,,,
smw,hc,2021,9,21,6:56,1,U08743,D,D,BCHU,M,2,,V,4,,2,Y,U,E,,,P,,43.5,18.3,n,0,,F,F,F,F,M,3.2,,,,,,,,,
smw,hc,2021,9,21,7:02,1,U08744,D,D,BCHU,M,1,,HS,3,,,Y,U,E,,1X1,P,,43.5,20.3,n,1,,F,F,F,F,L,3.65,,,,,,,,,
smw,hc,2021,9,21,7:16,1,U08745,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,46,20.4,n,2,,F,F,F,F,L,4.12,,,,,,,,,
smw,hc,2021,9,21,7:34,1,U08746,D,D,BCHU,M,2,,MS,,,3,Y,U,E,,3X2,P,,45,19.2,n,2,,1,F,F,F,L,3.57,,,,,,,,,
smw,hc,2021,9,21,7:48,1,U08747,D,D,BCHU,M,2,,V,1,,2,Y,U,E,,3X2,P,,45,19.2,n,0,,F,F,F,F,L,3.09,,,,1,9:43,,,,
smw,hc,2021,9,21,7:50,1,U08748,D,D,BCHU,M,2,,HS,,,3,Y,U,E,,,P,,45,19.2,n,1,,F,F,F,F,L,3.53,,,,1,11:10,,,,
smw,hc,2021,9,21,7:50,4,U08749,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,9,21,8:26,1,U08750,C,D,BCHU,M,2,,HS,,,2,Y,U,E,,2X2,P,,46,19.7,n,2,,F,F,F,F,L,4.07,,,,,,,,,
gs,hc,2021,7,10,9:33,1,U08751,E,E,BBLH,M,1,,B,99,,,,,,,,,,49,19.9,n,0,,F,F,F,F,F,2.99,,,,1,10:42,,,,
gs,hc,2021,7,10,9:40,1,U08752,E,E,BBLH,M,1,,B,99,,,,,,,,,,52,21,n,0,,F,F,3,F,L,3.32,,,,,,,,,
gs,hc,2021,7,10,9:43,1,U08753,E,E,BBLH,M,1,,B,99,,,,,,,,,,51,20.2,n,0,,1,1,F,F,L,3.15,,,,,,,,,
smw,hc,2021,8,8,6:26,1,U08754,E,E,BCHU,M,1,,V,99,,,,,,,,,,41.5,19.2,n,0,,1,1,2,F,L,3.19,,,,,,,,,
smw,hc,2021,8,8,6:50,1,U08755,D,E,BBLH,M,2,,B,15,,3,Y,,,,,,,50,20.8,n,0,,1,1,F,F,F,3.24,,,,1,7:26,,,,
smw,hc,2021,8,8,7:21,1,U08756,E,E,BBLH,M,1,,B,95,,,,,,,,,,50,21.7,n,0,,3,3,6,1,2,3.41,,,,1,8:19,,,,
smw,hc,2021,8,8,8:11,1,U08757,D,E,BBLH,M,2,,B,20,,3,Y,,,,,,,49,21.1,n,0,,2,2,L,F,L,3.17,,,,1,9:30,,,,
smw,hc,2021,8,8,8:25,1,U08758,E,E,BBLH,M,1,,B,95,,,,,,,,,,51,21.6,n,0,,2,3,7,1,5,3.44,,,,,,,,,DROPPED TAIL OR FAST MOLTER?
smw,hc,2021,8,8,8:53,1,U08759,D,E,BBLH,M,2,,B,30,,3,Y,,,,,,,52,22.3,n,0,,2,2,L,F,F,3.33,,,,,,,,,
smw,hc,2021,8,8,10:36,1,U08760,D,E,BBLH,M,2,,B,20,,2,Y,,,,,,,52,21.7,n,0,,2,2,4,F,L,3.31,,,,,,,,,
smw,hc,2021,8,8,10:46,1,U08761,D,E,BBLH,M,1,,B,99,,,,,,,,,,51,20.9,n,P,,F,F,7,F,L,3.23,,,,,,,,,
smw,hc,2021,8,21,6:00,8,U08762,,,BALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,8,21,6:05,1,U08763,E,E,BCHU,M,1,,V,99,,0,,,,,,,,41,18.2,n,0,,1,2,6,L,L,2.66,,,,,,,,,
smw,hc,2021,8,21,6:36,1,U08764,D,E,RUHU,F,2,,O,2,,3,S,,5,GB,E,,4,44.5,18.1,wh,T,2,F,F,F,F,L,3.07,,,,,,,,,
smw,hc,2021,9,21,6:59,1,U08765,E,E,BCHU,M,2,,V,1,,2,Y,U,E,,,P,,46.5,19.4,n,1,,F,F,F,F,L,3.12,,,,,,,,,
smw,hc,2021,9,21,7:27,1,U08766,E,E,BCHU,M,2,,V,5,,2,Y,U,E,,,P,,42.5,19.6,n,1,,F,F,F,F,L,3.16,,,,,,,,,
smw,hc,2021,9,21,8:21,1,U08767,E,E,BCHU,F,1,,HS,,,0,N,U,E,,,P,,48,21.9,n,0,2,1,1,L,L,M,3.16,,,,,,,,,
smw,hc,2021,9,21,10:55,1,U08768,E,E,BBLH,M,2,,B,20,,3,Y,,,,,,,50.5,21.5,n,1,,F,F,F,F,F,4.05,,,,,,,,,
smw,hc,2021,8,8,6:19,1,U08801,E,F,BBLH,M,2,,B,40,,1,Y,,,,,,,50.5,20.7,n,0,,2,3,3,L,L,3.51,,,,1,8:34,,,,
smw,hc,2021,8,8,6:22,1,U08802,F,F,BBLH,M,2,,B,25,,3,Y,,,,,,,50.5,20.7,n,0,,1,1,5,F,F,3.01,,,,1,9:28,,,,
smw,hc,2021,8,8,6:38,1,U08803,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,18.3,n,0,,1,F,F,F,F,3.93,,,,1,10:59,,,,
smw,hc,2021,8,8,7:00,1,U08804,F,F,BBLH,M,2,,B,30,,2,Y,,,,,,,51,22.8,n,T,,2,1,2,F,F,3.34,,,,,,,,,
smw,hc,2021,8,8,7:06,1,U08805,E,F,BCHU,F,1,,LS,,,0,N,U,E,,4X4,P,,46.5,21.3,n,T,2,1,2,1,F,M,3.39,,,,,,,,,
smw,hc,2021,8,8,7:08,1,U08806,E,F,BCHU,F,1,,LS,,,0,N,U,E,,4X4,P,,45,19.3,wh,T,2,2,2,L,F,M,3.22,,,,,,,,,
smw,hc,2021,8,8,7:15,1,U08807,F,F,BBLH,F,2,,,,,3,Y,,,,,,,52.5,20.4,n,0,2,1,1,F,F,F,3.14,,,,,,,,,
smw,hc,2021,8,8,7:25,1,U08808,E,F,BBLH,F,2,,,,,2,Y,,,,,,,52,20.8,n,0,2,2,1,2,F,F,2.99,,,,,,,,,
smw,hc,2021,8,8,7:45,1,U08809,F,F,BBLH,M,2,,B,15,,2,Y,,,,,,,51,22,n,0,,2,2,3,F,F,3.23,,,,,,,,,
smw,hc,2021,8,8,7:53,1,U08810,F,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46.5,21,n,P,5,F,F,4,F,L,3.29,,,,,,,,,
gs,hc,2021,7,10,7:07,1,U08811,E,E,BBLH,M,1,,B,99,,,,,,,,,,49,20.6,n,0,,1,1,F,F,F,3.06,,,,1,9:06,,,,
smw,hc,2021,8,8,7:55,1,U08812,F,F,BBLH,M,2,,B,20,,3,Y,,,,,,,51,21.4,n,0,,1,1,F,F,F,3.14,,,,1,8:22,,,,
smw,hc,2021,8,8,7:59,1,U08813,E,F,BCHU,F,1,,MS,,,0,N,U,E,,,P,,46,21.5,n,P,2,2,2,L,F,M,3.62,,,,,,,,,NC
smw,hc,2021,8,8,8:04,1,U08814,E,F,ANHU,M,1,,R,90,90,,,,,,,,,48,19.7,n,0,,2,F,F,F,F,4.26,,,,,,,,,
smw,hc,2021,8,8,8:39,1,U08815,E,F,BCHU,F,2,,NS,,,1,Y,U,R,,5X4,R,,46,21.7,n,P,2,2,2,F,F,L,3.32,,,,,,,,,
smw,hc,2021,8,8,8:41,1,U08816,F,F,BBLH,M,1,,B,99,,,,,,,,,,49,21.5,n,0,,2,2,0,1,4,3.58,,,, , ,,,,
smw,hc,2021,8,8,9:01,1,U08817,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,17.7,n,0,,1,F,9,F,F,3.91,,,,,,,,,
smw,hc,2021,8,8,9:42,1,U08818,E,F,BBLH,M,2,,B,15,,2,Y,,,,,,,51,21.9,n,0,,2,3,6,F,F,3.54,,,,,,,,,
smw,hc,2021,8,8,9:48,1,U08819,E,F,ANHU,M,1,,R,60,70,,,,,,,,,50,18.7,n,0,,3,F,F,F,F,4.05,,,,,,,,,NC
smw,hc,2021,8,8,9:59,1,U08820,F,F,BBLH,F,2,,,,,2,Y,,,,,,,50,21.1,n,0,2,1,F,3,F,F,3.01,,,,,,,,,
smw,hc,2021,8,8,10:09,1,U08821,F,F,BCHU,F,1,,MS,,,0,N,U,E,,,P,,45.5,20.3,n,0,2,L,L,F,F,M,3.2,,,,,,,,,
smw,hc,2021,8,8,10:14,1,U08822,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,17.8,n,0,,1,F,F,F,F,3.86,,,,,,,,,
smw,hc,2021,8,8,10:22,1,U08823,E,F,ANHU,M,1,,R,99,99,,,,,,,,,50,18.9,n,0,,1,F,9,4,F,4.5,,,,,,,,,
smw,hc,2021,8,8,10:34,1,U08824,F,F,BBLH,M,2,,B,40,,3,Y,,,,,,,50.5,21.3,n,0,,1,1,4,F,L,2.93,,,,,,,,,
smw,hc,2021,8,8,10:48,1,U08825,F,F,BBLH,F,2,,,,,3,Y,,,,,,,49,23,n,0,2,2,2,3,F,F,3.13,,,,,,,,,
smw,hc,2021,9,21,7:59,R,U08825,1,,BBLH,F,2,,NS,,,1,Y,,,,,,,50,21.7,n,0,2,F,F,8,2,2,2.87,,,,,,,,,
smw,hc,2021,8,8,10:50,1,U08826,F,F,BBLH,M,1,,B,99,,,,,,,,,,52,22.4,n,T,,2,2,L,F,F,3.5,,,,,,,,,
smw,hc,2021,8,8,10:55,1,U08827,E,F,ANHU,M,1,,R,90,95,,,,,,,,,0,19.1,n,P,,1,1,9,4,5,4.25,,,,,,,,,NC
smw,hc,2021,8,8,10:58,1,U08828,F,F,ANHU,F,1,,R,15,,0,S,E,E,,,N,,50.5,18.6,n,T,5,1,1,F,F,F,3.76,,,,,,,,,
smw,hc,2021,8,8,11:04,1,U08829,E,F,BBLH,M,1,,B,99,,,,,,,,,,50,20.9,n,0,,1,L,7,L,1,3.2,,,,,,,,,
smw,hc,2021,9,4,8:20,1,U08830,D,F,BCHU,M,1,,V,99,,,,,,,,,,43,20.3,n,1,,F,1,L,F,M,3.38,,,,,,,,,
smw,hc,2021,9,4,11:00,1,U08831,F,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,47.5,22.3,wh,0,5,2,2,3,F,M,3.52,,,,,,,,,
smw,hc,2021,9,4,11:05,1,U08832,F,F,BCHU,F,2,,LS,,,2,Y,U,R,,5X4,R,,47,21.6,n,0,2,2,2,F,F,L,3.71,,,,,,,,,
smw,hc,2021,9,4,11:12,1,U08833,E,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,47,21.8,n,0,2,2,2,5,F,L,3.72,,,,,,,,,
smw,hc,2021,9,4,11:16,1,U08834,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,45.5,20.4,n,0,2,2,2,3,F,M,3.55,,,,,,,,,
smw,hc,2021,9,21,6:35,1,U08835,F,F,ANHU,M,1,,R,99,85,,,,49,,,,,49,20.3,wh,T,,3,2,F,F,F,4.62,,,,1,11:05,,,,ADULT TAIL
smw,hc,2021,9,21,6:39,1,U08836,F,F,BBLH,F,2,,NS,,,3,Y,,,,,,,50,22.8,n,1,2,F,F,F,F,L,3.38,,,,2,8:15,11:05,,,
smw,hc,2021,9,21,6:46,1,U08837,E,F,BCHU,F,1,,LS,,,0,N,U,E,,,P,,46,21,n,1,2,2,1,L,L,M,3.76,,,,1,10:36,,,,
smw,hc,2021,9,21,7:08,1,U08838,E,F,BBLH,F,1,,NS,,,,,,,,,,,48.5,20.8,yu,T,2,1,1,0,3,4,3.04,,,,,,,,,
smw,hc,2021,9,21,7:12,1,U08839,F,F,ANHU,M,1,,R,85,80,,,,,,,,,49,19.5,n,1,,3,1,F,F,F,4.34,,,,1,11:18,,,,ADULT TAIL
smw,hc,2021,9,21,7:31,1,U08840,F,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,49,21.8,n,1,5,F,F,L,F,M,3.6,,,,,,,,,
smw,hc,2021,9,21,7:53,1,U08841,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,47,21.8,n,2,2,1,F,2,F,L,4.37,,,,,,,,,
smw,hc,2021,9,21,8:03,1,U08842,F,F,BCHU,F,2,,NS,,,3,Y,U,R,,5X5,R,,47,20.4,n,T,2,F,F,F,F,L,3.86,,,,,,,,,
smw,hc,2021,9,21,8:06,1,U08843,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49.5,18.8,n,3,,F,F,F,F,F,5.14,,,,,,,,,
smw,hc,2021,9,21,8:09,1,U08844,D,F,BCHU,F,2,,LS,,,2,Y,U,R,,5X5,R,,49,21.1,n,1,2,F,F,F,F,L,3.49,,,,,,,,,
smw,hc,2021,9,21,8:09,4,U08845,,,BADE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smw,hc,2021,9,21,8:33,1,U08846,E,F,BCHU,F,1,,NS,,,0,N,U,E,,,P,,48,21.4,n,1,2,F,F,L,F,M,3.83,,,,,,,,,
smw,hc,2021,9,21,8:55,1,U08847,E,F,BCHU,F,2,,LS,,,2,Y,U,R,,4X5,R,,48,21.2,n,T,2,F,F,F,F,L,3.28,,,,,,,,,
smw,hc,2021,9,21,9:08,1,U08848,E,F,ANHU,M,1,,R,99,99,,,,,,,,,49,19,n,T,,F,F,F,F,F,4.18,,,,,,,,,
smw,hc,2021,9,21,9:18,1,U08849,E,F,ANHU,F,1,,R,10,,0,N,E,E,,,N,,50,19.3,wh,1,2,F,F,F,F,F,4.02,,,,,,,,,
