"site_name","calendar_date","ndvi"
"FH","2016-01-17",0.2552
"FH","2016-02-02",0.2427
"FH","2016-02-18",0.2906
"FH","2016-03-05",0.2788
"FH","2016-03-21",0.3055
"FH","2016-04-06",0.3208
"FH","2016-04-22",0.2843
"FH","2016-05-08",0.2935
"FH","2016-05-24",0.306
"FH","2016-06-09",0.3111
"FH","2016-06-25",0.4051
"FH","2016-07-11",0.37
"FH","2016-07-27",0.4313
"FH","2016-08-12",0.5142
"FH","2016-08-28",0.4332
"FH","2016-09-13",0.4656
"FH","2016-09-29",0.4438
"FH","2016-10-15",0.4225
"FH","2016-10-31",0.3586
"FH","2016-11-16",0.3174
"FH","2016-12-02",0.2789
"FH","2016-12-18",0.2321
"FH","2017-01-01",0.2511
"FH","2017-01-17",0.22
"FH","2017-02-02",0.2415
"FH","2017-02-18",0.2537
"FH","2017-03-06",0.2779
"FH","2017-03-22",0.3011
"FH","2017-04-07",0.3102
"FH","2017-04-23",0.2968
"FH","2017-05-09",0.3379
"FH","2017-05-25",0.3275
"FH","2017-06-10",0.3133
"FH","2017-06-26",0.265
"FH","2017-07-12",0.3234
"FH","2017-07-28",0.5117
"FH","2017-08-13",0.4833
"FH","2017-08-29",0.4155
"FH","2017-09-14",0.366
"FH","2017-09-30",0.3433
"FH","2017-10-16",0.313
"FH","2017-11-01",0.2976
"FH","2017-11-17",0.2908
"FH","2017-12-03",0.2626
"FH","2017-12-19",0.2483
"FH","2018-01-01",0.2398
"FH","2018-01-17",0.2422
"FH","2018-02-02",0.23
"FH","2018-02-18",0.2009
"FH","2018-03-06",0.2279
"FH","2018-03-22",0.2762
"FH","2018-04-07",0.3141
"FH","2018-04-23",0.2712
"FH","2018-05-09",0.288
"FH","2018-05-25",0.3109
"FH","2018-06-10",0.3218
"FH","2018-06-26",0.2999
"FH","2018-07-12",0.3659
"FH","2018-07-28",0.3896
"FH","2018-08-13",0.4507
"FH","2018-08-29",0.4232
"FH","2018-09-14",0.4124
"FH","2018-09-30",0.3254
"FH","2018-10-16",0.3414
"FH","2018-11-01",0.3468
"FH","2018-11-17",0.3154
"FH","2018-12-03",0.2955
"FH","2018-12-19",0.2916
"FH","2019-01-01",0.2459
"FH","2019-01-17",0.2446
"FH","2019-02-02",0.2478
"FH","2019-02-18",0.2548
"FH","2019-03-06",0.2523
"FH","2019-03-22",0.3221
"FH","2019-04-07",0.3306
"FH","2019-04-23",0.3295
"FH","2019-05-09",0.3455
"FH","2019-05-25",0.3199
"FH","2019-06-10",0.3249
"FH","2019-06-26",0.2819
"FH","2019-07-12",0.2979
"FH","2019-07-28",0.3279
"FH","2019-08-13",0.4216
"FH","2019-08-29",0.4286
"FH","2019-09-14",0.4066
"FH","2019-09-30",0.4453
"FH","2019-10-16",0.4412
"FH","2019-11-01",0.3518
"FH","2019-11-17",0.3588
"FH","2019-12-03",0.3603
"FH","2019-12-19",0.2928
"FH","2020-01-01",0.2853
"FH","2020-01-17",0.2813
"FH","2020-02-02",0.2903
"FH","2020-02-18",0.3176
"FH","2020-03-05",0.3148
"FH","2020-03-21",0.3165
"FH","2020-04-06",0.3555
"FH","2020-04-22",0.3607
"FH","2020-05-08",0.3271
"FH","2020-05-24",0.3435
"FH","2020-06-09",0.3408
"FH","2020-06-25",0.3534
"FH","2020-07-11",0.3617
"FH","2020-07-27",0.3677
"FH","2020-08-12",0.4062
"FH","2020-08-28",0.3991
"FH","2020-09-13",0.3857
"FH","2020-09-29",0.3119
"FH","2020-10-15",0.3062
"FH","2020-10-31",0.2937
"FH","2020-11-16",0.3136
"FH","2020-12-02",0.3038
"FH","2020-12-18",0.2693
"FK","2010-01-01",0.1168
"FK","2010-01-17",0.8944
"FK","2010-02-02",0.728
"FK","2010-02-18",0.762
"FK","2010-03-06",0.7759
"FK","2010-03-22",0.5484
"FK","2010-04-07",0.7148
"FK","2010-04-23",0.8832
"FK","2010-05-09",0.8349
"FK","2010-05-25",0.7719
"FK","2010-06-10",0.8554
"FK","2010-06-26",0.8642
"FK","2010-07-12",0.8667
"FK","2010-07-28",0.8417
"FK","2010-08-13",0.8892
"FK","2010-08-29",0.9116
"FK","2010-09-14",0.8638
"FK","2010-09-30",0.8985
"FK","2010-10-16",0.8206
"FK","2010-11-01",0.8518
"FK","2010-11-17",0.806
"FK","2010-12-03",0.639
"FK","2010-12-19",0.9844
"FK","2011-01-01",0.9844
"FK","2011-01-17",0.729
"FK","2011-02-02",0.8959
"FK","2011-02-18",0.797
"FK","2011-03-06",0.2503
"FK","2011-03-22",0.7455
"FK","2011-04-07",0.798
"FK","2011-04-23",0.762
"FK","2011-05-09",0.8058
"FK","2011-05-25",0.8287
"FK","2011-06-10",0.8681
"FK","2011-06-26",0.8697
"FK","2011-07-12",0.8389
"FK","2011-07-28",0.9109
"FK","2011-08-13",0.905
"FK","2011-08-29",0.8913
"FK","2011-09-14",0.884
"FK","2011-09-30",0.9068
"FK","2011-10-16",0.8988
"FK","2011-11-01",0.8199
"FK","2011-11-17",0.7998
"FK","2011-12-03",0.9326
"FK","2011-12-19",0.8629
"FK","2012-01-01",0.78
"FK","2012-01-17",0.8996
"FK","2012-02-02",0.8087
"FK","2012-02-18",0.8957
"FK","2012-03-05",0.8868
"FK","2012-03-21",0.8542
"FK","2012-04-06",0.7336
"FK","2012-04-22",0.9066
"FK","2012-05-08",0.8384
"FK","2012-05-24",0.8697
"FK","2012-06-09",0.8827
"FK","2012-06-25",0.8982
"FK","2012-07-11",0.908
"FK","2012-07-27",0.9024
"FK","2012-08-12",0.8758
"FK","2012-08-28",0.8976
"FK","2012-09-13",0.8444
"FK","2012-09-29",0.876
"FK","2012-10-15",0.1781
"FK","2012-10-31",0.8376
"FK","2012-11-16",0.9022
"FK","2012-12-02",0.9579
"FK","2012-12-18",0.8634
"FK","2013-01-01",0.8634
"FK","2013-01-17",0.8773
"FK","2013-02-02",0.6533
"FK","2013-02-18",0.8115
"FK","2013-03-06",0.523
"FK","2013-03-22",0.8236
"FK","2013-04-07",0.8959
"FK","2013-04-23",0.8296
"FK","2013-05-09",0.8125
"FK","2013-05-25",0.8186
"FK","2013-06-10",0.8385
"FK","2013-06-26",0.8665
"FK","2013-07-12",0.8721
"FK","2013-07-28",0.8163
"FK","2013-08-13",0.8291
"FK","2013-08-29",0.8962
"FK","2013-09-14",0.899
"FK","2013-09-30",0.8878
"FK","2013-10-16",0.8985
"FK","2013-11-01",0.9553
"FK","2013-11-17",0.9385
"FK","2013-12-03",0.8597
"FK","2013-12-19",0.915
"FK","2014-01-01",0.915
"FK","2014-01-17",0.8814
"FK","2014-02-02",0.8155
"FK","2014-02-18",0.5147
"FK","2014-03-06",0.7811
"FK","2014-03-22",0.8122
"FK","2014-04-07",0.8313
"FK","2014-04-23",0.8396
"FK","2014-05-09",0.814
"FK","2014-05-25",0.8406
"FK","2014-06-10",0.8462
"FK","2014-06-26",0.8865
"FK","2014-07-12",0.8659
"FK","2014-07-28",0.8704
"FK","2014-08-13",0.8645
"FK","2014-08-29",0.8863
"FK","2014-09-14",0.89
"FK","2014-09-30",0.8871
"FK","2014-10-16",0.897
"FK","2014-11-01",0.9526
"FK","2014-11-17",0.9606
"FK","2014-12-03",0.994
"FK","2014-12-19",0.8608
"FK","2015-01-01",0.6444
"FK","2015-01-17",0.9311
"FK","2015-02-02",0.5298
"FK","2015-02-18",0.8836
"FK","2015-03-06",0.9017
"FK","2015-03-22",0.7581
"FK","2015-04-07",0.8
"FK","2015-04-23",0.8177
"FK","2015-05-09",0.8523
"FK","2015-05-25",0.8708
"FK","2015-06-10",0.8847
"FK","2015-06-26",0.8731
"FK","2015-07-12",0.8708
"FK","2015-07-28",0.8665
"FK","2015-08-13",0.8616
"FK","2015-08-29",0.8445
"FK","2015-09-14",0.8535
"FK","2015-09-30",0.9004
"FK","2015-10-16",0.8409
"FK","2015-11-01",0.849
"FK","2015-11-17",0.937
"FK","2015-12-03",0.8621
"FK","2015-12-19",0.9116
"FK","2016-01-01",0.9116
"FK","2016-01-17",0.416
"FK","2016-02-02",0.8729
"FK","2016-02-18",0.4294
"FK","2016-03-05",0.7906
"FK","2016-03-21",0.7819
"FK","2016-04-06",0.8272
"FK","2016-04-22",0.8304
"FK","2016-05-08",0.8371
"FK","2016-05-24",0.8257
"FK","2016-06-09",0.8524
"FK","2016-06-25",0.8447
"FK","2016-07-11",0.8496
"FK","2016-07-27",0.8462
"FK","2016-08-12",0.8086
"FK","2016-08-28",0.857
"FK","2016-09-13",0.8839
"FK","2016-09-29",0.9032
"FK","2016-10-15",0.8627
"FK","2016-10-31",0.8395
"FK","2016-11-16",0.8363
"FK","2016-12-02",0.884
"FK","2016-12-18",0.957
"FK","2017-01-01",0.957
"FK","2017-01-17",0.8479
"FK","2017-02-02",0.5849
"FK","2017-02-18",0.9229
"FK","2017-03-06",0.9774
"FK","2017-03-22",0.1404
"FK","2017-04-07",0.7471
"FK","2017-04-23",0.8741
"FK","2017-05-09",0.8816
"FK","2017-05-25",0.8217
"FK","2017-06-10",0.8635
"FK","2017-06-26",0.8785
"FK","2017-07-12",0.8863
"FK","2017-07-28",0.8843
"FK","2017-08-13",0.8666
"FK","2017-08-29",0.853
"FK","2017-09-14",0.8529
"FK","2017-09-30",0.8585
"FK","2017-10-16",0.864
"FK","2017-11-01",0.8816
"FK","2017-11-17",0.671
"FK","2017-12-03",0.8969
"FK","2017-12-19",0.8414
"FK","2018-01-01",0.9072
"FK","2018-01-17",0.4828
"FK","2018-02-02",0.7846
"FK","2018-02-18",0.7866
"FK","2018-03-06",0.8529
"FK","2018-03-22",0.6469
"FK","2018-04-07",0.8619
"FK","2018-04-23",0.8575
"FK","2018-05-09",0.8359
"FK","2018-05-25",0.8447
"FK","2018-06-10",0.8499
"FK","2018-06-26",0.8873
"FK","2018-07-12",0.8682
"FK","2018-07-28",0.8529
"FK","2018-08-13",0.8626
"FK","2018-08-29",0.8435
"FK","2018-09-14",0.8617
"FK","2018-09-30",0.8609
"FK","2018-10-16",0.8881
"FK","2018-11-01",0.8369
"FK","2018-11-17",0.9164
"FK","2018-12-03",0.933
"FK","2018-12-19",0.9628
"FK","2019-01-01",0.9477
"FK","2019-01-17",0.9121
"FK","2019-02-02",0.7989
"FK","2019-02-18",0.8298
"FK","2019-03-06",0.8231
"FK","2019-03-22",0.8127
"FK","2019-04-07",0.7936
"FK","2019-04-23",0.8449
"FK","2019-05-09",0.8668
"FK","2019-05-25",0.8376
"FK","2019-06-10",0.7995
"FK","2019-06-26",0.8833
"FK","2019-07-12",0.8595
"FK","2019-07-28",0.8487
"FK","2019-08-13",0.891
"FK","2019-08-29",0.8685
"FK","2019-09-14",0.8806
"FK","2019-09-30",0.8512
"FK","2019-10-16",0.8676
"FK","2019-11-01",0.8749
"FK","2019-11-17",0.9639
"FK","2019-12-03",0.9329
"FK","2019-12-19",0.9117
"FL","2012-01-01",0.379
"FL","2012-01-17",0.3493
"FL","2012-02-02",0.3278
"FL","2012-02-18",0.363
"FL","2012-03-05",0.3275
"FL","2012-03-21",0.3341
"FL","2012-04-06",0.4125
"FL","2012-04-22",0.4221
"FL","2012-05-08",0.3708
"FL","2012-05-24",0.3466
"FL","2012-06-09",0.345
"FL","2012-06-25",0.3107
"FL","2012-07-11",0.4565
"FL","2012-07-27",0.5447
"FL","2012-08-12",0.4663
"FL","2012-08-28",0.5333
"FL","2012-09-13",0.6249
"FL","2012-09-29",0.5485
"FL","2012-10-15",0.4988
"FL","2012-10-31",0.4404
"FL","2012-11-16",0.4319
"FL","2012-12-02",0.4211
"FL","2012-12-18",0.3712
"FL","2013-01-01",0.3703
"FL","2013-01-17",0.3122
"FL","2013-02-02",0.3298
"FL","2013-02-18",0.2738
"FL","2013-03-06",0.3003
"FL","2013-03-22",0.3379
"FL","2013-04-07",0.3498
"FL","2013-04-23",0.3934
"FL","2013-05-09",0.3985
"FL","2013-05-25",0.3694
"FL","2013-06-10",0.3197
"FL","2013-06-26",0.3054
"FL","2013-07-12",0.3237
"FL","2013-07-28",0.4096
"FL","2013-08-13",0.5196
"FL","2013-08-29",0.6272
"FL","2013-09-14",0.6286
"FL","2013-09-30",0.5022
"FL","2013-10-16",0.4687
"FL","2013-11-01",0.4121
"FL","2013-11-17",0.3569
"FL","2013-12-03",0.3761
"FL","2013-12-19",0.3796
"FL","2014-01-01",0.3559
"FL","2014-01-17",0.3606
"FL","2014-02-02",0.3376
"FL","2014-02-18",0.3237
"FL","2014-03-06",0.3653
"FL","2014-03-22",0.4005
"FL","2014-04-07",0.433
"FL","2014-04-23",0.4298
"FL","2014-05-09",0.3869
"FL","2014-05-25",0.3559
"FL","2014-06-10",0.2868
"FL","2014-06-26",0.3135
"FL","2014-07-12",0.4912
"FL","2014-07-28",0.6454
"FL","2014-08-13",0.678
"FL","2014-08-29",0.596
"FL","2014-09-14",0.6395
"FL","2014-09-30",0.6225
"FL","2014-10-16",0.5854
"FL","2014-11-01",0.5319
"FL","2014-11-17",0.4806
"FL","2014-12-03",0.3906
"FL","2014-12-19",0.3796
"FL","2015-01-01",0.4191
"FL","2015-01-17",0.3778
"FL","2015-02-02",0.3489
"FL","2015-02-18",0.3526
"FL","2015-03-06",0.3801
"FL","2015-03-22",0.4211
"FL","2015-04-07",0.4687
"FL","2015-04-23",0.4643
"FL","2015-05-09",0.4306
"FL","2015-05-25",0.3855
"FL","2015-06-10",0.4208
"FL","2015-06-26",0.4482
"FL","2015-07-12",0.5775
"FL","2015-07-28",0.5851
"FL","2015-08-13",0.5754
"FL","2015-08-29",0.6016
"FL","2015-09-14",0.594
"FL","2015-09-30",0.594
"FL","2015-10-16",0.5715
"FL","2015-11-01",0.5388
"FL","2015-11-17",0.4654
"FL","2015-12-03",0.4065
"FL","2015-12-19",0.4272
"FR","2004-01-01",0.9124
"FR","2004-01-17",0.5781
"FR","2004-02-02",0.9196
"FR","2004-02-18",0.7307
"FR","2004-03-05",0.8598
"FR","2004-03-21",0.8951
"FR","2004-04-06",0.8894
"FR","2004-04-22",0.8914
"FR","2004-05-08",0.894
"FR","2004-05-24",0.8818
"FR","2004-06-09",0.9174
"FR","2004-06-25",0.8882
"FR","2004-07-11",0.92
"FR","2004-07-27",0.9084
"FR","2004-08-12",0.9265
"FR","2004-08-28",0.8892
"FR","2004-09-13",0.915
"FR","2004-09-29",0.9084
"FR","2004-10-15",0.9288
"FR","2004-10-31",0.9168
"FR","2004-11-16",0.9009
"FR","2004-12-02",0.2234
"FR","2004-12-18",0.7975
"FR","2005-01-01",0.9214
"FR","2005-01-17",0.882
"FR","2005-02-02",0.8892
"FR","2005-02-18",0.9353
"FR","2005-03-06",0.8764
"FR","2005-03-22",0.861
"FR","2005-04-07",0.8896
"FR","2005-04-23",0.9014
"FR","2005-05-09",0.2805
"FR","2005-05-25",0.8565
"FR","2005-06-10",0.8541
"FR","2005-06-26",0.4731
"FR","2005-07-12",0.9091
"FR","2005-07-28",0.9174
"FR","2005-08-13",0.9386
"FR","2005-08-29",0.9017
"FR","2005-09-14",0.9388
"FR","2005-09-30",0.9283
"FR","2005-10-16",0.6053
"FR","2005-11-01",0.9001
"FR","2005-11-17",0.9361
"FR","2005-12-03",0.9078
"FR","2005-12-19",0.1032
"FR","2006-01-01",0.8846
"FR","2006-01-17",0.3992
"FR","2006-02-02",0.9246
"FR","2006-02-18",0.8485
"FR","2006-03-06",0.8488
"FR","2006-03-22",0.8693
"FR","2006-04-07",0.8259
"FR","2006-04-23",0.8795
"FR","2006-05-09",0.8788
"FR","2006-05-25",0.867
"FR","2006-06-10",0.9003
"FR","2006-06-26",0.9002
"FR","2006-07-12",0.9146
"FR","2006-07-28",0.9209
"FR","2006-08-13",0.9129
"FR","2006-08-29",0.9189
"FR","2006-09-14",0.9202
"FR","2006-09-30",0.9261
"FR","2006-10-16",0.8957
"FR","2006-11-01",0.6597
"FR","2006-11-17",0.6051
"FR","2006-12-03",0.302
"FR","2006-12-19",0.7318
"FR","2007-01-01",0.6908
"FR","2007-01-17",0.9944
"FR","2007-02-02",0.5456
"FR","2007-02-18",0.7664
"FR","2007-03-06",0.8625
"FR","2007-03-22",0.8516
"FR","2007-04-07",0.8049
"FR","2007-04-23",0.85
"FR","2007-05-09",0.851
"FR","2007-05-25",0.8487
"FR","2007-06-10",0.8313
"FR","2007-06-26",0.878
"FR","2007-07-12",0.9184
"FR","2007-07-28",0.9133
"FR","2007-08-13",0.9278
"FR","2007-08-29",0.9153
"FR","2007-09-14",0.9389
"FR","2007-09-30",0.9108
"FR","2007-10-16",0.9019
"FR","2007-11-01",0.8846
"FR","2007-11-17",0.938
"FR","2007-12-03",0.9383
"FR","2007-12-19",0.7418
"FR","2008-01-01",0.6941
"FR","2008-01-17",0.8717
"FR","2008-02-02",0.8723
"FR","2008-02-18",0.8909
"FR","2008-03-05",0.8317
"FR","2008-03-21",0.5158
"FR","2008-04-06",0.6966
"FR","2008-04-22",0.6905
"FR","2008-05-08",0.8013
"FR","2008-05-24",0.8734
"FR","2008-06-09",0.8683
"FR","2008-06-25",0.9368
"FR","2008-07-11",0.8862
"FR","2008-07-27",0.9061
"FR","2008-08-12",0.8966
"FR","2008-08-28",0.9232
"FR","2008-09-13",0.9194
"FR","2008-09-29",0.9151
"FR","2008-10-15",0.9169
"FR","2008-10-31",0.9208
"FR","2008-11-16",0.8954
"FR","2008-12-02",0.4384
"FR","2008-12-18",0.3698
"FR","2009-01-01",0.7448
"FR","2009-01-17",0.874
"FR","2009-02-02",0.8961
"FR","2009-02-18",0.9052
"FR","2009-03-06",0.8494
"FR","2009-03-22",0.8003
"FR","2009-04-07",0.8862
"FR","2009-04-23",0.8508
"FR","2009-05-09",0.8585
"FR","2009-05-25",0.8822
"FR","2009-06-10",0.7979
"FR","2009-06-26",0.8672
"FR","2009-07-12",0.9052
"FR","2009-07-28",0.9103
"FR","2009-08-13",0.9113
"FR","2009-08-29",0.9243
"FR","2009-09-14",0.9181
"FR","2009-09-30",0.8851
"FR","2009-10-16",0.8758
"FR","2009-11-01",0.934
"FR","2009-11-17",0.6841
"FR","2009-12-03",0.9334
"FR","2009-12-19",0.9439
"FR","2010-01-01",0.198
"FR","2010-01-17",0.7857
"FR","2010-02-02",0.8963
"FR","2010-02-18",0.9037
"FR","2010-03-06",0.8736
"FR","2010-03-22",0.728
"FR","2010-04-07",0.8601
"FR","2010-04-23",0.8241
"FR","2010-05-09",0.8347
"FR","2010-05-25",0.6605
"FR","2010-06-10",0.8895
"FR","2010-06-26",0.9007
"FR","2010-07-12",0.9092
"FR","2010-07-28",0.9175
"FR","2010-08-13",0.9258
"FR","2010-08-29",0.9244
"FR","2010-09-14",0.935
"FR","2010-09-30",0.8834
"FR","2010-10-16",0.8889
"FR","2010-11-01",0.9261
"FR","2010-11-17",0.594
"FR","2010-12-03",0.9526
"FR","2010-12-19",0.5041
"FR","2011-01-01",0.5225
"FR","2011-01-17",0.9151
"FR","2011-02-02",0.9282
"FR","2011-02-18",0.5771
"FR","2011-03-06",0.3101
"FR","2011-03-22",0.4488
"FR","2011-04-07",0.8358
"FR","2011-04-23",0.6875
"FR","2011-05-09",0.1833
"FR","2011-05-25",0.8222
"FR","2011-06-10",0.8097
"FR","2011-06-26",0.8663
"FR","2011-07-12",0.8554
"FR","2011-07-28",0.9093
"FR","2011-08-13",0.9099
"FR","2011-08-29",0.9208
"FR","2011-09-14",0.8834
"FR","2011-09-30",0.9293
"FR","2011-10-16",0.9141
"FR","2011-11-01",0.753
"FR","2011-11-17",0.9187
"FR","2011-12-03",0.9422
"FR","2011-12-19",0.3318
"FR","2012-01-01",0.924
"FR","2012-01-17",0.3245
"FR","2012-02-02",0.8486
"FR","2012-02-18",0.4752
"FR","2012-03-05",0.6651
"FR","2012-03-21",0.6033
"FR","2012-04-06",0.8395
"FR","2012-04-22",0.813
"FR","2012-05-08",0.8622
"FR","2012-05-24",0.7825
"FR","2012-06-09",0.6802
"FR","2012-06-25",0.7868
"FR","2012-07-11",0.8354
"FR","2012-07-27",0.8641
"FR","2012-08-12",0.8839
"FR","2012-08-28",0.9164
"FR","2012-09-13",0.9104
"FR","2012-09-29",0.8622
"FR","2012-10-15",0.913
"FR","2012-10-31",0.8913
"FR","2012-11-16",0.7771
"FR","2012-12-02",0.6758
"FR","2012-12-18",0.796
"FR","2013-01-01",0.796
"FR","2013-01-17",0.5395
"FR","2013-02-02",0.2848
"FR","2013-02-18",0.8592
"FR","2013-03-06",0.7754
"FR","2013-03-22",0.894
"FR","2013-04-07",0.823
"FR","2013-04-23",0.8582
"FR","2013-05-09",0.8051
"FR","2013-05-25",0.8402
"FR","2013-06-10",0.3602
"FR","2013-06-26",0.892
"FR","2013-07-12",0.8938
"FR","2013-07-28",0.9009
"FR","2013-08-13",0.8023
"FR","2013-08-29",0.9107
"FR","2013-09-14",0.9236
"FR","2013-09-30",0.8754
"FR","2013-10-16",0.936
"FR","2013-11-01",0.972
"FR","2013-11-17",0.9315
"FR","2013-12-03",0.8671
"FR","2013-12-19",0.8783
"FR","2014-01-01",0.8783
"FR","2014-01-17",0.9402
"FR","2014-02-02",0.7484
"FR","2014-02-18",0.4153
"FR","2014-03-06",0.6103
"FR","2014-03-22",0.6437
"FR","2014-04-07",0.7712
"FR","2014-04-23",0.7646
"FR","2014-05-09",0.845
"FR","2014-05-25",0.8411
"FR","2014-06-10",0.7512
"FR","2014-06-26",0.9107
"FR","2014-07-12",0.8859
"FR","2014-07-28",0.9046
"FR","2014-08-13",0.8295
"FR","2014-08-29",0.8955
"FR","2014-09-14",0.9297
"FR","2014-09-30",0.9058
"FR","2014-10-16",0.4482
"FR","2014-11-01",0.9046
"FR","2014-11-17",0.9403
"FR","2014-12-03",0.9541
"FR","2014-12-19",0.9073
"FR","2015-01-01",0.8552
"FR","2015-01-17",0.9124
"FR","2015-02-02",0.7809
"FR","2015-02-18",0.8553
"FR","2015-03-06",0.9117
"FR","2015-03-22",0.8665
"FR","2015-04-07",0.866
"FR","2015-04-23",0.8411
"FR","2015-05-09",0.8524
"FR","2015-05-25",0.8632
"FR","2015-06-10",0.8939
"FR","2015-06-26",0.9031
"FR","2015-07-12",0.9399
"FR","2015-07-28",0.8878
"FR","2015-08-13",0.8678
"FR","2015-08-29",0.8886
"FR","2015-09-14",0.842
"FR","2015-09-30",0.8775
"FR","2015-10-16",0.8677
"FR","2015-11-01",0.9305
"FR","2015-11-17",0.9559
"FR","2015-12-03",0.7612
"FR","2015-12-19",0.797
"FR","2016-01-01",0.8192
"FR","2016-01-17",0.4176
"FR","2016-02-02",0.8775
"FR","2016-02-18",0.2707
"FR","2016-03-05",0.7439
"FR","2016-03-21",0.7922
"FR","2016-04-06",0.8186
"FR","2016-04-22",0.7049
"FR","2016-05-08",0.7052
"FR","2016-05-24",0.7052
"FR","2016-06-09",0.81
"FR","2016-06-25",0.6884
"FR","2016-07-11",0.6417
"FR","2016-07-27",0.6969
"FR","2016-08-12",0.692
"FR","2016-08-28",0.6246
"FR","2016-09-13",0.7539
"FR","2016-09-29",0.6866
"FR","2016-10-15",0.057
"FR","2016-10-31",0.7982
"FR","2016-11-16",0.7288
"FR","2016-12-02",0.0854
"FR","2016-12-18",0.1901
"FR","2017-01-01",0.0741
"FR","2017-01-17",0.214
"FR","2017-02-02",0.1497
"FR","2017-02-18",0.2722
"FR","2017-03-06",0.1872
"FR","2017-03-22",0.4515
"FR","2017-04-07",0.6872
"FR","2017-04-23",0.7924
"FR","2017-05-09",0.5934
"FR","2017-05-25",0.6895
"FR","2017-06-10",0.694
"FR","2017-06-26",0.7199
"FR","2017-07-12",0.7461
"FR","2017-07-28",0.7211
"FR","2017-08-13",0.6892
"FR","2017-08-29",0.7298
"FR","2017-09-14",0.7831
"FR","2017-09-30",0.7281
"FR","2017-10-16",0.6727
"FR","2017-11-01",0.7667
"FR","2017-11-17",0.5423
"FR","2017-12-03",0.7088
"FR","2017-12-19",0.2398
"GB","2003-01-01",0.6892
"GB","2003-01-17",0.7004
"GB","2003-02-02",0.8661
"GB","2003-02-18",0.8086
"GB","2003-03-06",0.1676
"GB","2003-03-22",-0.3
"GB","2003-04-07",0.8311
"GB","2003-04-23",0.6997
"GB","2003-05-09",0.8021
"GB","2003-05-25",0.7606
"GB","2003-06-10",-0.3
"GB","2003-06-26",0.6091
"GB","2003-07-12",0.7439
"GB","2003-07-28",0.742
"GB","2003-08-13",-0.3
"GB","2003-08-29",0.6572
"GB","2003-09-14",0.7318
"GB","2003-09-30",0.7222
"GB","2003-10-16",0.6614
"GB","2003-11-01",-0.3
"GB","2003-11-17",0.6677
"GB","2003-12-03",0.8439
"GB","2003-12-19",0.0094
"GB","2004-01-01",0.5221
"GB","2004-01-17",0.0258
"GB","2004-02-02",-0.3
"GB","2004-02-18",0.8807
"GB","2004-03-05",0.7889
"GB","2004-03-21",-0.3
"GB","2004-04-06",0.8254
"GB","2004-04-22",0.8007
"GB","2004-05-08",0.7614
"GB","2004-05-24",0.768
"GB","2004-06-09",0.7765
"GB","2004-06-25",0.756
"GB","2004-07-11",0.6718
"GB","2004-07-27",0.8386
"GB","2004-08-12",0.6975
"GB","2004-08-28",0.739
"GB","2004-09-13",-0.3
"GB","2004-09-29",0.8736
"GB","2004-10-15",0.8019
"GB","2004-10-31",0.8007
"GB","2004-11-16",0.7437
"GB","2004-12-02",-0.3
"GB","2004-12-18",0.6084
"GB","2005-01-01",0.5634
"GB","2005-01-17",0.0383
"GB","2005-02-02",0.8534
"GB","2005-02-18",0.8465
"GB","2005-03-06",-0.3
"GB","2005-03-22",-0.3
"GB","2005-04-07",-0.3
"GB","2005-04-23",0.8036
"GB","2005-05-09",-0.3
"GB","2005-05-25",0.752
"GB","2005-06-10",0.7328
"GB","2005-06-26",0.6609
"GB","2005-07-12",0.7422
"GB","2005-07-28",0.82
"GB","2005-08-13",0.6623
"GB","2005-08-29",0.3836
"GB","2005-09-14",0.6339
"GB","2005-09-30",0.815
"GB","2005-10-16",0.7702
"GB","2005-11-01",-0.3
"GB","2005-11-17",-0.3
"GB","2005-12-03",0.7089
"GB","2005-12-19",0.009
"GB","2006-01-01",0.8415
"GB","2006-01-17",-0.3
"GB","2006-02-02",0.8204
"GB","2006-02-18",0.7514
"GB","2006-03-06",-0.3
"GB","2006-03-22",0.696
"GB","2006-04-07",-0.3
"GB","2006-04-23",-0.3
"GB","2006-05-09",0.8106
"GB","2006-05-25",0.7538
"GB","2006-06-10",0.7565
"GB","2006-06-26",0.7701
"GB","2006-07-12",0.7279
"GB","2006-07-28",0.753
"GB","2006-08-13",0.6506
"GB","2006-08-29",0.604
"GB","2006-09-14",0.8233
"GB","2006-09-30",0.7496
"GB","2006-10-16",0.844
"GB","2006-11-01",0.8303
"GB","2006-11-17",0.9699
"GB","2006-12-03",0.0029
"GB","2006-12-19",0.6964
"GB","2007-01-01",0.3482
"GB","2007-01-17",0.5938
"GB","2007-02-02",0.2557
"GB","2007-02-18",0.7905
"GB","2007-03-06",-0.3
"GB","2007-03-22",0.9278
"GB","2007-04-07",0.7318
"GB","2007-04-23",0.7697
"GB","2007-05-09",0.7434
"GB","2007-05-25",0.7779
"GB","2007-06-10",0.7079
"GB","2007-06-26",-0.3
"GB","2007-07-12",0.812
"GB","2007-07-28",0.7204
"GB","2007-08-13",0.6684
"GB","2007-08-29",-0.3
"GB","2007-09-14",0.7131
"GB","2007-09-30",0.75
"GB","2007-10-16",0.864
"GB","2007-11-01",-0.3
"GB","2007-11-17",-0.3
"GB","2007-12-03",0.5874
"GB","2007-12-19",0.2946
"GB","2008-01-01",0.0303
"GB","2008-01-17",0.8148
"GB","2008-02-02",0.781
"GB","2008-02-18",0.813
"GB","2008-03-05",0.2049
"GB","2008-03-21",0.7318
"GB","2008-04-06",-0.3
