Initials-Bdr,Location,year,mo,day,time,Band Status,Band Number,Tarsus / Condition,Band Size,Species,Sex,Age,Removed band num,GorColor,GorCount (%),Head GCnt (%),Grooves,Buffy,PriWidth / P10 Shape,Wng-TailTrait,TailCent,TailMid,TailOut,TailMeas (#),WingCd,Culmen,Pollen? Color,Fat,CPBreed,Gorget/head molt,Body Molt,Primary Molt,Secondary Molt,Tail Molt,Weight,Feather collected,Photo(s) taken,Sample Collected,Day Recap #,recap time 1,recap time 2,recap time 3,recap time 4,Comment
ALS,HSR,2021,7,10,7:07,1,U26399,G,G,BTLH,F,1,,MS,,,0,N,,P,W,6X5,GGR,5,52,19.9,N,P,7,F,1,F,F,L,3.2,,,,1,8:23,,,,SWOLLEN LEGS
ALS,HSR,2021,7,10,6:19,1,U26400,G,G,BTLH,F,1,,MS,,,0,N,,P,W,4X3,GGR,5,52,19.8,OU,T,9,,,,,,,,,,,,,,,
ALS,HSR,2021,8,7,8:03,1,U26501,F,F,BTLH,F,2,,MS,,,2,Y,,R,W,6X4,GGR,5,51,18,OUTH,1,2,F,F,F,F,F,3.19,,,,,,,,,
ALS,HSR,2021,8,7,8:46,1,U26502,E,F,BTLH,F,2,,MS,,,0,Y,,R,W,5X3,GGR,5,49,18.4,OUH,1,2,F,F,F,F,F,3.38,,,,,,,,,
ALS,HSR,2021,8,7,10:06,1,U26503,E,F,BTLH,F,2,,HS,,,1,Y,,R,W,4X8,GGG,5,48,19.2,OH,1,2,F,F,F,F,F,3.75,,,,,,,,,
ALS,HSR,2021,8,7,10:25,1,U26505,F,F,BTLH,F,1,,HS,,,0,N,,P,O,,GGG,5,52,19.8,N,1,2,F,F,F,F,M,3.64,,,,,,,,,
ALS,HSR,2021,8,21,6:26,1,U26505,F,F,BTLH,F,2,,LS,,,2,Y,,R,W,5X4,GGG,,49,18.6,OYHT,1,2,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,21,6:40,1,U26506,E,F,BTLH,F,2,,MS,,,2,Y,,R,W,5X4,GGR,5,50,19,OUH,0,2,F,F,F,F,F,3.3,,,,,,,,,
ALS,HSR,2021,8,21,6:47,1,U26507,F,F,BTLH,F,2,,MS,,,2,Y,,R,B,6X5,GGR,6,49,18.9,OH,1,2,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,21,7:08,1,U26508,F,F,BTLH,F,1,,R,3,,0,N,,P,,,,5,50,19.6,N,1,2,1,1,L,L,R,3.4,,,,,,,,,"TAIL RAGGED, COULDN'T GET ALL TAIL MEASUREMENTS"
ALS,HSR,2021,8,21,7:16,1,U26509,D,F,BTLH,F,2,,MS,,,2,Y,,R,W,5X5,GRR,5,49,17.9,N,1,2,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,8,21,8:06,1,U26510,F,F,BTLH,M,2,,HS,,,3,Y,,P,O,3X3,GGG,6,50,18.3,OUH,1,2,F,F,F,F,F,3.4,,,,,,,,,
ALS,HSR,2021,8,21,8:46,1,U26511,F,F,BTLH,F,1,,HS,,,0,N,,,,,,6,51,19.2,OUH,0,2,1,1,F,F,R,3.5,,,,,,,,,"TAIL RAGGED, COULDN'T  GET ALL TAIL MEASUREMENTS"
ALS,HSR,2021,8,21,8:59,1,U26512,F,F,BTLH,F,1,,LS,,,0,N,,R,B,4X4,GGG,5,49,20,N,0,2,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,8,21,9:04,1,U26513,F,F,BTLH,F,1,,HS,,,1,Y,,R,B,4X4,GRR,5,50,18.8,OUH,1,2,F,F,F,F,F,3.5,,,,,,,,,
ALS,HSR,2021,8,21,9:10,1,U26514,E,F,BTLH,F,1,,HS,,,0,N,,P,O,,GGG,5,50,19.9,N,0,2,1,1,3,F,1,3.5,,,,,,,,,
ALS,HSR,2021,8,21,9:33,1,U26515,F,F,BTLH,F,2,,HS,,,3,Y,,R,B,5X4,GGG,5,48,19.7,OUH,1,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,8,21,9:47,1,U26516,F,F,BTLH,F,1,,LS,,,0,N,,R,,,GG,4,51,20,N,1,2,1,1,2,F,R,,,,,,,,,,"TOO WINDY TO GET WEIGHT, TAIL RAGGED COULDN'T GET ALL TAIL MEASUREMEENTS"
ALS,HSR,2021,8,21,9:52,1,U26517,F,F,BTLH,F,2,,LS,,,2,Y,,R,W,6X4,GGR,6,50,18.7,OUHT,1,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,8,21,10:05,1,U26518,F,F,BTLH,M,2,,HS,,,0,S,,P,O,3X2,GGG,5,48,18.3,N,3,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,8,21,10:18,1,U26519,E,F,BTLH,F,2,,MS,,,0,Y,,R,O,4X5,GGG,6,50,19.6,N,3,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
ALS,HSR,2021,8,21,10:44,1,U26520,F,F,BTLH,F,2,,HS,,,2,Y,,R,W,6X5,GGG,6,52,18.6,N,2,2,F,F,F,F,F,,,,,,,,,,TOO WINDY TO GET WEIGHT
