"site_name","calendar_date","ndvi","year","month"
"ws68",2004-08-28,0.0749,2004,8
"ws68",2004-09-13,0.0462,2004,9
"ws68",2004-09-29,0.8906,2004,9
"ws68",2004-10-15,0.7798,2004,10
"ws68",2004-10-31,0.8362,2004,10
"ws68",2004-11-16,0.8271,2004,11
"ws68",2004-12-02,0.7964,2004,12
"ws68",2004-12-18,0.8135,2004,12
"ws68",2005-01-01,0.7813,2005,1
"ws68",2005-01-17,0.774,2005,1
"ws68",2005-02-02,0.8218,2005,2
"ws68",2005-02-18,0.753,2005,2
"ws68",2005-03-06,0.7636,2005,3
"ws68",2005-03-22,0.7759,2005,3
"ws68",2005-04-07,0.7101,2005,4
"ws68",2005-04-23,0.75,2005,4
"ws68",2005-05-09,0.739,2005,5
"ws68",2005-05-25,0.7297,2005,5
"ws68",2005-06-10,0.6506,2005,6
"ws68",2005-06-26,0.949,2005,6
"ws68",2005-07-12,0.3923,2005,7
"ws68",2005-07-28,0.8311,2005,7
"ws68",2005-08-13,0.6344,2005,8
"ws68",2005-08-29,0.8469,2005,8
"ws68",2005-09-14,0.3089,2005,9
"ws68",2005-09-30,0.8545,2005,9
"ws68",2005-10-16,0.8466,2005,10
"ws68",2005-11-01,0.8389,2005,11
"ws68",2005-11-17,0.8107,2005,11
"ws68",2005-12-03,0.8029,2005,12
"ws68",2005-12-19,0.8084,2005,12
"ws68",2006-01-01,0.7419,2006,1
"ws68",2006-01-17,0.7542,2006,1
"ws68",2006-02-02,0.731,2006,2
"ws68",2006-02-18,0.732,2006,2
"ws68",2006-03-06,0.7019,2006,3
"ws68",2006-03-22,0.6851,2006,3
"ws68",2006-04-07,0.7894,2006,4
"ws68",2006-04-23,0.7156,2006,4
"ws68",2006-05-09,0.6927,2006,5
"ws68",2006-05-25,0.7436,2006,5
"ws68",2006-06-10,0.3149,2006,6
"ws68",2006-06-26,0.8014,2006,6
"ws68",2006-07-12,0.8451,2006,7
"ws68",2006-07-28,0.1409,2006,7
"ws68",2006-08-13,0.6558,2006,8
"ws68",2006-08-29,0.1553,2006,8
"ws68",2006-09-14,0.3243,2006,9
"ws68",2006-09-30,0.8775,2006,9
"ws68",2006-10-16,0.8281,2006,10
"ws68",2006-11-01,0.8518,2006,11
"ws68",2006-11-17,0.8246,2006,11
"ws68",2006-12-03,0.75,2006,12
"ws68",2006-12-19,0.7918,2006,12
"ws68",2007-01-01,0.7503,2007,1
"ws68",2007-01-17,0.8599,2007,1
"ws68",2007-02-02,0.7555,2007,2
"ws68",2007-02-18,0.7953,2007,2
"ws68",2007-03-06,0.7477,2007,3
"ws68",2007-03-22,0.7909,2007,3
"ws68",2007-04-07,0.7692,2007,4
"ws68",2007-04-23,0.7058,2007,4
"ws68",2007-05-09,0.6933,2007,5
"ws68",2007-05-25,0.7808,2007,5
"ws68",2007-06-10,0.1737,2007,6
"ws68",2007-06-26,0.0603,2007,6
"ws68",2007-07-12,0.7851,2007,7
"ws68",2007-07-28,0.8681,2007,7
"ws68",2007-08-13,0.5276,2007,8
"ws68",2007-08-29,0.1544,2007,8
"ws68",2007-09-14,0.8729,2007,9
"ws68",2007-09-30,0.7764,2007,9
"ws68",2007-10-16,0.8735,2007,10
"ws68",2007-11-01,0.8503,2007,11
"ws68",2007-11-17,0.8276,2007,11
"ws68",2007-12-03,0.8084,2007,12
"ws68",2007-12-19,0.7981,2007,12
"ws68",2008-01-01,0.7981,2008,1
"ws68",2008-01-17,0.7887,2008,1
"ws68",2008-02-02,0.7891,2008,2
"ws68",2008-02-18,0.7634,2008,2
"ws68",2008-03-05,0.7686,2008,3
"ws68",2008-03-21,0.6847,2008,3
"ws68",2008-04-06,0.7297,2008,4
"ws68",2008-04-22,0.783,2008,4
"ws68",2008-05-08,0.6941,2008,5
"ws68",2008-05-24,0.7178,2008,5
"ws68",2008-06-09,0.1905,2008,6
"ws68",2008-06-25,0.1222,2008,6
"ws68",2008-07-11,0.772,2008,7
"ws68",2008-07-27,0.6227,2008,7
"ws68",2008-08-12,0.235,2008,8
"ws68",2008-08-28,0.7788,2008,8
"ws68",2008-09-13,0.709,2008,9
"ws68",2008-09-29,0.8624,2008,9
"ws68",2008-10-15,0.8498,2008,10
"ws68",2008-10-31,0.8011,2008,10
"ws68",2008-11-16,0.8447,2008,11
"ws68",2008-12-02,0.7603,2008,12
"ws68",2008-12-18,0.7359,2008,12
"ws68",2009-01-01,0.8073,2009,1
"ws68",2009-01-17,0.7894,2009,1
"ws68",2009-02-02,0.761,2009,2
"ws68",2009-02-18,0.7655,2009,2
"ws68",2009-03-06,0.7027,2009,3
"ws68",2009-03-22,0.7666,2009,3
"ws68",2009-04-07,0.7767,2009,4
"ws68",2009-04-23,0.6965,2009,4
"ws68",2009-05-09,0.7834,2009,5
"ws68",2009-05-25,0.7714,2009,5
"ws68",2009-06-10,0.7492,2009,6
"ws68",2009-06-26,0.3501,2009,6
"ws68",2009-07-12,0.8176,2009,7
"ws68",2009-07-28,0.7752,2009,7
"ws68",2009-08-13,0.8111,2009,8
"ws68",2009-08-29,0.495,2009,8
"ws68",2009-09-14,0.847,2009,9
"ws68",2009-09-30,0.8595,2009,9
"ws68",2009-10-16,0.833,2009,10
"ws68",2009-11-01,0.8663,2009,11
"ws68",2009-11-17,0.8126,2009,11
"ws68",2009-12-03,0.8032,2009,12
"ws68",2009-12-19,0.8024,2009,12
"ws68",2010-01-01,0.7642,2010,1
"ws68",2010-01-17,0.7631,2010,1
"ws68",2010-02-02,0.7898,2010,2
"ws68",2010-02-18,0.7568,2010,2
"ws68",2010-03-06,0.7016,2010,3
"ws68",2010-03-22,0.6788,2010,3
"ws68",2010-04-07,0.6994,2010,4
"ws68",2010-04-23,0.7,2010,4
"ws68",2010-05-09,0.6678,2010,5
"ws68",2010-05-25,0.667,2010,5
"ws68",2010-06-10,0.7801,2010,6
"ws68",2010-06-26,0.7751,2010,6
"ws68",2010-07-12,0.6309,2010,7
"ws68",2010-07-28,0.4212,2010,7
"ws68",2010-08-13,0.4602,2010,8
"ws68",2010-08-29,0.1609,2010,8
"ws68",2010-09-14,0.4127,2010,9
"ws68",2010-09-30,0.8178,2010,9
"ws68",2010-10-16,0.8552,2010,10
"ws68",2010-11-01,0.8619,2010,11
"ws68",2010-11-17,0.7719,2010,11
"ws68",2010-12-03,0.8322,2010,12
"ws68",2010-12-19,0.7465,2010,12
"ws68",2011-01-01,0.7358,2011,1
"ws68",2011-01-17,0.7417,2011,1
"ws68",2011-02-02,0.7643,2011,2
"ws68",2011-02-18,0.8039,2011,2
"ws68",2011-03-06,0.7441,2011,3
"ws68",2011-03-22,0.7309,2011,3
"ws68",2011-04-07,0.6882,2011,4
"ws68",2011-04-23,0.7339,2011,4
"ws68",2011-05-09,0.7145,2011,5
"ws68",2011-05-25,0.7395,2011,5
"ws68",2011-06-10,0.7615,2011,6
"ws68",2011-06-26,0.1626,2011,6
"ws68",2011-07-12,0.6513,2011,7
"ws68",2011-07-28,0.6756,2011,7
"ws68",2011-08-13,0.4471,2011,8
"ws68",2011-08-29,0.8426,2011,8
"ws68",2011-09-14,0.7928,2011,9
"ws68",2011-09-30,0.8543,2011,9
"ws68",2011-10-16,0.8066,2011,10
"ws68",2011-11-01,0.8262,2011,11
"ws68",2011-11-17,0.7927,2011,11
"ws68",2011-12-03,0.816,2011,12
"ws68",2011-12-19,0.7892,2011,12
"ws68",2012-01-01,0.8273,2012,1
"ws68",2012-01-17,0.7495,2012,1
"ws68",2012-02-02,0.6641,2012,2
"ws68",2012-02-18,0.7309,2012,2
"ws68",2012-03-05,0.7238,2012,3
"ws68",2012-03-21,0.7107,2012,3
"ws68",2012-04-06,0.7983,2012,4
"ws68",2012-04-22,0.7935,2012,4
"ws68",2012-05-08,0.8003,2012,5
"ws68",2012-05-24,0.8177,2012,5
"ws68",2012-06-09,0.5298,2012,6
"ws68",2012-06-25,0.6985,2012,6
"ws68",2012-07-11,0.9106,2012,7
"ws68",2012-07-27,0.8606,2012,7
"ws68",2012-08-12,0.6074,2012,8
"ws68",2012-08-28,0.1445,2012,8
"ws68",2012-09-13,0.8567,2012,9
"ws68",2012-09-29,0.8516,2012,9
"ws68",2012-10-15,0.9178,2012,10
"ws68",2012-10-31,0.8443,2012,10
"ws68",2012-11-16,0.8448,2012,11
"ws68",2012-12-02,0.8582,2012,12
"ws68",2012-12-18,0.8528,2012,12
"ws69",2001-01-01,0.7576,2001,1
"ws69",2001-01-17,0.7473,2001,1
"ws69",2001-02-02,0.6489,2001,2
"ws69",2001-02-18,0.7015,2001,2
"ws69",2001-03-06,0.6535,2001,3
"ws69",2001-03-22,0.6687,2001,3
"ws69",2001-04-07,0.6997,2001,4
"ws69",2001-04-23,0.7446,2001,4
"ws69",2001-05-09,0.7451,2001,5
"ws69",2001-05-25,0.7121,2001,5
"ws69",2001-06-10,0.4649,2001,6
"ws69",2001-06-26,0.7757,2001,6
"ws69",2001-07-12,0.8076,2001,7
"ws69",2001-07-28,0.7406,2001,7
"ws69",2001-08-13,0.7937,2001,8
"ws69",2001-08-29,0.7871,2001,8
"ws69",2001-09-14,0.8078,2001,9
"ws69",2001-09-30,0.7987,2001,9
"ws69",2001-10-16,0.8117,2001,10
"ws69",2001-11-01,0.7887,2001,11
"ws69",2001-11-17,0.7973,2001,11
"ws69",2001-12-03,0.7717,2001,12
"ws69",2001-12-19,0.7469,2001,12
"ws69",2002-01-01,0.7264,2002,1
"ws69",2002-01-17,0.7431,2002,1
"ws69",2002-02-02,0.7129,2002,2
"ws69",2002-02-18,0.6753,2002,2
"ws69",2002-03-06,0.7181,2002,3
"ws69",2002-03-22,0.7067,2002,3
"ws69",2002-04-07,0.7126,2002,4
"ws69",2002-04-23,0.7538,2002,4
"ws69",2002-05-09,0.7256,2002,5
"ws69",2002-05-25,0.6897,2002,5
"ws69",2002-06-10,0.8042,2002,6
"ws69",2002-06-26,0.6973,2002,6
"ws69",2002-07-12,0.8475,2002,7
"ws69",2002-07-28,0.7574,2002,7
"ws69",2002-08-13,0.8209,2002,8
"ws69",2002-08-29,0.8726,2002,8
"ws69",2002-09-14,0.8259,2002,9
"ws69",2002-09-30,0.853,2002,9
"ws69",2002-10-16,0.8911,2002,10
"ws69",2002-11-01,0.7939,2002,11
"ws69",2002-11-17,0.7927,2002,11
"ws69",2002-12-03,0.7927,2002,12
"ws69",2002-12-19,0.7621,2002,12
"ws69",2003-01-01,0.7601,2003,1
"ws69",2003-01-17,0.7427,2003,1
"ws69",2003-02-02,0.7308,2003,2
"ws69",2003-02-18,0.7205,2003,2
"ws69",2003-03-06,0.6847,2003,3
"ws69",2003-03-22,0.7367,2003,3
"ws69",2003-04-07,0.7654,2003,4
"ws69",2003-04-23,0.755,2003,4
"ws69",2003-05-09,0.6961,2003,5
"ws69",2003-05-25,0.7782,2003,5
"ws69",2003-06-10,0.6671,2003,6
"ws69",2003-06-26,0.8349,2003,6
"ws69",2003-07-12,0.7953,2003,7
"ws69",2003-07-28,0.835,2003,7
"ws69",2003-08-13,0.8403,2003,8
"ws69",2003-08-29,0.9052,2003,8
"ws69",2003-09-14,0.8481,2003,9
"ws69",2003-09-30,0.827,2003,9
"ws69",2003-10-16,0.8577,2003,10
"ws69",2003-11-01,0.8071,2003,11
"ws69",2003-11-17,0.8072,2003,11
"ws69",2003-12-03,0.7852,2003,12
"ws69",2003-12-19,0.7272,2003,12
"ws69",2004-01-01,0.7395,2004,1
"ws69",2004-01-17,0.7209,2004,1
"ws69",2004-02-02,0.76,2004,2
"ws69",2004-02-18,0.6705,2004,2
"ws69",2004-03-05,0.7269,2004,3
"ws69",2004-03-21,0.6531,2004,3
"ws69",2004-04-06,0.7528,2004,4
"ws69",2004-04-22,0.7812,2004,4
"ws69",2004-05-08,0.749,2004,5
"ws69",2004-05-24,0.7905,2004,5
"ws69",2004-06-09,0.7681,2004,6
"ws69",2004-06-25,0.8215,2004,6
"ws69",2004-07-11,0.5632,2004,7
"ws69",2004-07-27,0.7919,2004,7
"ws69",2004-08-12,0.8318,2004,8
"ws69",2004-08-28,0.8308,2004,8
"ws69",2004-09-13,0.755,2004,9
"ws69",2004-09-29,0.8505,2004,9
"ws69",2004-10-15,0.3723,2004,10
"ws69",2004-10-31,0.8137,2004,10
"ws69",2004-11-16,0.8093,2004,11
"ws69",2004-12-02,0.7931,2004,12
"ws69",2004-12-18,0.7879,2004,12
"ws69",2005-01-01,0.7676,2005,1
"ws69",2005-01-17,0.7519,2005,1
"ws69",2005-02-02,0.7658,2005,2
"ws69",2005-02-18,0.7035,2005,2
"ws69",2005-03-06,0.6872,2005,3
"ws69",2005-03-22,0.7078,2005,3
"ws69",2005-04-07,0.713,2005,4
"ws69",2005-04-23,0.7677,2005,4
"ws69",2005-05-09,0.747,2005,5
"ws69",2005-05-25,0.7635,2005,5
"ws69",2005-06-10,0.7698,2005,6
"ws69",2005-06-26,0.7725,2005,6
"ws69",2005-07-12,0.8371,2005,7
"ws69",2005-07-28,0.811,2005,7
"ws69",2005-08-13,0.5619,2005,8
"ws69",2005-08-29,0.7969,2005,8
"ws69",2005-09-14,0.8067,2005,9
"ws69",2005-09-30,0.8307,2005,9
"ws69",2005-10-16,0.8255,2005,10
"ws69",2005-11-01,0.8118,2005,11
"ws69",2005-11-17,0.8039,2005,11
"ws69",2005-12-03,0.8316,2005,12
"ws69",2005-12-19,0.8062,2005,12
"ws69",2006-01-01,0.7738,2006,1
"ws69",2006-01-17,0.7813,2006,1
"ws69",2006-02-02,0.7312,2006,2
"ws69",2006-02-18,0.6669,2006,2
"ws69",2006-03-06,0.6862,2006,3
"ws69",2006-03-22,0.6861,2006,3
"ws69",2006-04-07,0.6796,2006,4
"ws69",2006-04-23,0.74,2006,4
"ws69",2006-05-09,0.7566,2006,5
"ws69",2006-05-25,0.7388,2006,5
"ws69",2006-06-10,0.7632,2006,6
"ws69",2006-06-26,0.781,2006,6
"ws69",2006-07-12,0.8021,2006,7
"ws69",2006-07-28,0.5186,2006,7
"ws69",2006-08-13,0.7376,2006,8
"ws69",2006-08-29,0.7554,2006,8
"ws69",2006-09-14,0.9882,2006,9
"ws69",2006-09-30,0.7077,2006,9
"ws69",2006-10-16,0.7817,2006,10
"ws69",2006-11-01,0.7795,2006,11
"ws69",2006-11-17,0.76,2006,11
"ws69",2006-12-03,0.6666,2006,12
"ws69",2006-12-19,0.7436,2006,12
"ws69",2007-01-01,0.6941,2007,1
"ws69",2007-01-17,0.732,2007,1
"ws69",2007-02-02,0.6957,2007,2
"ws69",2007-02-18,0.7014,2007,2
"ws69",2007-03-06,0.6883,2007,3
"ws69",2007-03-22,0.7151,2007,3
"ws69",2007-04-07,0.7541,2007,4
"ws69",2007-04-23,0.7335,2007,4
"ws69",2007-05-09,0.747,2007,5
"ws69",2007-05-25,0.7737,2007,5
"ws69",2007-06-10,0.7901,2007,6
"ws69",2007-06-26,0.8173,2007,6
"ws69",2007-07-12,0.1916,2007,7
"ws69",2007-07-28,0.8443,2007,7
"ws69",2007-08-13,0.8359,2007,8
"ws69",2007-08-29,0.828,2007,8
"ws69",2007-09-14,0.8082,2007,9
"ws69",2007-09-30,0.8157,2007,9
"ws69",2007-10-16,0.806,2007,10
"ws69",2007-11-01,0.8061,2007,11
"ws69",2007-11-17,0.79,2007,11
"ws69",2007-12-03,0.7745,2007,12
"ws69",2007-12-19,0.7781,2007,12
"ws69",2008-01-01,0.7552,2008,1
"ws69",2008-01-17,0.7131,2008,1
"ws69",2008-02-02,0.6934,2008,2
"ws69",2008-02-18,0.7132,2008,2
"ws69",2008-03-05,0.647,2008,3
"ws69",2008-03-21,0.6417,2008,3
"ws69",2008-04-06,0.6975,2008,4
"ws69",2008-04-22,0.6938,2008,4
"ws69",2008-05-08,0.6992,2008,5
"ws69",2008-05-24,0.6845,2008,5
"ws69",2008-06-09,0.8288,2008,6
"ws69",2008-06-25,0.7156,2008,6
"ws69",2008-07-11,0.7842,2008,7
"ws69",2008-07-27,0.7864,2008,7
"ws69",2008-08-12,0.7964,2008,8
"ws69",2008-08-28,0.7991,2008,8
"ws69",2008-09-13,0.7927,2008,9
"ws69",2008-09-29,0.8029,2008,9
"ws69",2008-10-15,0.8006,2008,10
"ws69",2008-10-31,0.7945,2008,10
"ws69",2008-11-16,0.7552,2008,11
"ws69",2008-12-02,0.7551,2008,12
"ws69",2008-12-18,0.7251,2008,12
"ws69",2009-01-01,0.6902,2009,1
"ws69",2009-01-17,0.6913,2009,1
"ws69",2009-02-02,0.7191,2009,2
"ws69",2009-02-18,0.708,2009,2
"ws69",2009-03-06,0.6583,2009,3
"ws69",2009-03-22,0.7009,2009,3
"ws69",2009-04-07,0.7131,2009,4
"ws69",2009-04-23,0.725,2009,4
"ws69",2009-05-09,0.7311,2009,5
"ws69",2009-05-25,0.7148,2009,5
"ws69",2009-06-10,0.7399,2009,6
"ws69",2009-06-26,0.8208,2009,6
"ws69",2009-07-12,0.8146,2009,7
"ws69",2009-07-28,0.7797,2009,7
"ws69",2009-08-13,0.7666,2009,8
"ws69",2009-08-29,0.8374,2009,8
"ws69",2009-09-14,0.6902,2009,9
"ws69",2009-09-30,0.8482,2009,9
"ws69",2009-10-16,0.8071,2009,10
"ws69",2009-11-01,0.8043,2009,11
"ws69",2009-11-17,0.7652,2009,11
"ws69",2009-12-03,0.7957,2009,12
"ws69",2009-12-19,0.7634,2009,12
"ws69",2010-01-01,0.7373,2010,1
"ws69",2010-01-17,0.7693,2010,1
"ws69",2010-02-02,0.7118,2010,2
"ws69",2010-02-18,0.7393,2010,2
"ws69",2010-03-06,0.7118,2010,3
"ws69",2010-03-22,0.7086,2010,3
"ws69",2010-04-07,0.7825,2010,4
"ws69",2010-04-23,0.7593,2010,4
"ws69",2010-05-09,0.7899,2010,5
"ws69",2010-05-25,0.7783,2010,5
"ws69",2010-06-10,0.7882,2010,6
"ws69",2010-06-26,0.758,2010,6
"ws69",2010-07-12,0.6603,2010,7
"ws69",2010-07-28,0.7679,2010,7
"ws69",2010-08-13,0.7828,2010,8
"ws69",2010-08-29,0.7413,2010,8
"ws69",2010-09-14,0.8144,2010,9
"ws69",2010-09-30,0.8376,2010,9
"ws69",2010-10-16,0.8086,2010,10
"ws69",2010-11-01,0.7814,2010,11
"ws69",2010-11-17,0.7704,2010,11
"ws69",2010-12-03,0.7735,2010,12
"ws69",2010-12-19,0.7427,2010,12
"ws69",2011-01-01,0.7381,2011,1
"ws69",2011-01-17,0.7242,2011,1
"ws69",2011-02-02,0.6869,2011,2
"ws69",2011-02-18,0.656,2011,2
"ws69",2011-03-06,0.6615,2011,3
"ws69",2011-03-22,0.6633,2011,3
"ws69",2011-04-07,0.7,2011,4
"ws69",2011-04-23,0.6537,2011,4
"ws69",2011-05-09,0.6933,2011,5
"ws69",2011-05-25,0.7095,2011,5
"ws69",2011-06-10,0.721,2011,6
"ws69",2011-06-26,0.7535,2011,6
"ws69",2011-07-12,0.7209,2011,7
"ws69",2011-07-28,0.8092,2011,7
"ws69",2011-08-13,0.7573,2011,8
"ws69",2011-08-29,0.7927,2011,8
"ws69",2011-09-14,0.7872,2011,9
"ws69",2011-09-30,0.8017,2011,9
"ws69",2011-10-16,0.8007,2011,10
"ws69",2011-11-01,0.7762,2011,11
"ws69",2011-11-17,0.7788,2011,11
"ws69",2011-12-03,0.7304,2011,12
"ws69",2011-12-19,0.7535,2011,12
"ws69",2012-01-01,0.7247,2012,1
"ws69",2012-01-17,0.692,2012,1
"ws69",2012-02-02,0.7043,2012,2
"ws69",2012-02-18,0.713,2012,2
"ws69",2012-03-05,0.6375,2012,3
"ws69",2012-03-21,0.6508,2012,3
"ws69",2012-04-06,0.7151,2012,4
"ws69",2012-04-22,0.6383,2012,4
"ws69",2012-05-08,0.7299,2012,5
"ws69",2012-05-24,0.7249,2012,5
"ws69",2012-06-09,0.7061,2012,6
"ws69",2012-06-25,0.7384,2012,6
"ws69",2012-07-11,0.7644,2012,7
"ws69",2012-07-27,0.6513,2012,7
"ws69",2012-08-12,0.7685,2012,8
"ws69",2012-08-28,0.7562,2012,8
"ws69",2012-09-13,0.7425,2012,9
"ws69",2012-09-29,0.7956,2012,9
"ws69",2012-10-15,0.7855,2012,10
"ws69",2012-10-31,0.789,2012,10
"ws69",2012-11-16,0.7644,2012,11
"ws69",2012-12-02,0.7338,2012,12
"ws69",2012-12-18,0.7308,2012,12
"ws70",2001-01-01,0.8043,2001,1
"ws70",2001-01-17,0.8343,2001,1
"ws70",2001-02-02,0.7986,2001,2
"ws70",2001-02-18,0.7454,2001,2
"ws70",2001-03-06,0.7432,2001,3
"ws70",2001-03-22,0.7626,2001,3
"ws70",2001-04-07,0.7696,2001,4
"ws70",2001-04-23,0.7018,2001,4
"ws70",2001-05-09,0.7584,2001,5
"ws70",2001-05-25,0.0648,2001,5
"ws70",2001-06-10,0.7966,2001,6
"ws70",2001-06-26,0.0318,2001,6
"ws70",2001-07-12,0.7087,2001,7
"ws70",2001-07-28,0.8122,2001,7
"ws70",2001-08-13,0.7875,2001,8
"ws70",2001-08-29,0.8794,2001,8
"ws70",2001-09-14,0.195,2001,9
"ws70",2001-09-30,0.8074,2001,9
"ws70",2001-10-16,0.8559,2001,10
"ws70",2001-11-01,0.7179,2001,11
"ws70",2001-11-17,0.8294,2001,11
"ws70",2001-12-03,0.8098,2001,12
"ws70",2001-12-19,0.7842,2001,12
"ws70",2002-01-01,0.8404,2002,1
"ws70",2002-01-17,0.7934,2002,1
"ws70",2002-02-02,0.8049,2002,2
"ws70",2002-02-18,0.7914,2002,2
"ws70",2002-03-06,0.7611,2002,3
"ws70",2002-03-22,0.7924,2002,3
"ws70",2002-04-07,0.7641,2002,4
"ws70",2002-04-23,0.7777,2002,4
"ws70",2002-05-09,0.7697,2002,5
"ws70",2002-05-25,0.7422,2002,5
"ws70",2002-06-10,0.7793,2002,6
"ws70",2002-06-26,0.8045,2002,6
"ws70",2002-07-12,0.2301,2002,7
"ws70",2002-07-28,0.7918,2002,7
"ws70",2002-08-13,0.7552,2002,8
"ws70",2002-08-29,0.6186,2002,8
"ws70",2002-09-14,0.0611,2002,9
"ws70",2002-09-30,0.3614,2002,9
"ws70",2002-10-16,0.8147,2002,10
"ws70",2002-11-01,0.8226,2002,11
"ws70",2002-11-17,0.8103,2002,11
"ws70",2002-12-03,0.7911,2002,12
"ws70",2002-12-19,0.777,2002,12
"ws70",2003-01-01,0.833,2003,1
"ws70",2003-01-17,0.7973,2003,1
"ws70",2003-02-02,0.771,2003,2
"ws70",2003-02-18,0.732,2003,2
"ws70",2003-03-06,0.7635,2003,3
"ws70",2003-03-22,0.7983,2003,3
"ws70",2003-04-07,0.791,2003,4
"ws70",2003-04-23,0.7637,2003,4
"ws70",2003-05-09,0.7229,2003,5
"ws70",2003-05-25,0.6203,2003,5
"ws70",2003-06-10,0.734,2003,6
"ws70",2003-06-26,0.508,2003,6
"ws70",2003-07-12,0.7706,2003,7
"ws70",2003-07-28,0.8512,2003,7
"ws70",2003-08-13,0.4473,2003,8
"ws70",2003-08-29,0.1297,2003,8
"ws70",2003-09-14,0.7371,2003,9
"ws70",2003-09-30,0.8425,2003,9
"ws70",2003-10-16,0.7846,2003,10
"ws70",2003-11-01,0.8133,2003,11
"ws70",2003-11-17,0.7917,2003,11
"ws70",2003-12-03,0.824,2003,12
"ws70",2003-12-19,0.8088,2003,12
"ws70",2004-01-01,0.7854,2004,1
"ws70",2004-01-17,0.7749,2004,1
"ws70",2004-02-02,0.7829,2004,2
"ws70",2004-02-18,0.7061,2004,2
"ws70",2004-03-05,0.7292,2004,3
"ws70",2004-03-21,0.7,2004,3
"ws70",2004-04-06,0.7509,2004,4
"ws70",2004-04-22,0.7886,2004,4
"ws70",2004-05-08,0.7099,2004,5
"ws70",2004-05-24,0.7932,2004,5
"ws70",2004-06-09,0.3643,2004,6
"ws70",2004-06-25,0.7862,2004,6
"ws70",2004-07-11,0.7908,2004,7
"ws70",2004-07-27,0.7583,2004,7
"ws70",2004-08-12,0.1487,2004,8
"ws70",2004-08-28,0.7159,2004,8
"ws70",2004-09-13,0.046,2004,9
"ws70",2004-09-29,0.7437,2004,9
"ws70",2004-10-15,0.841,2004,10
"ws70",2004-10-31,0.8146,2004,10
"ws70",2004-11-16,0.8046,2004,11
"ws70",2004-12-02,0.8141,2004,12
"ws70",2004-12-18,0.7953,2004,12
"ws70",2005-01-01,0.8346,2005,1
"ws70",2005-01-17,0.8467,2005,1
"ws70",2005-02-02,0.7739,2005,2
"ws70",2005-02-18,0.773,2005,2
"ws70",2005-03-06,0.7157,2005,3
"ws70",2005-03-22,0.7286,2005,3
"ws70",2005-04-07,0.7315,2005,4
"ws70",2005-04-23,0.7784,2005,4
"ws70",2005-05-09,0.7998,2005,5
"ws70",2005-05-25,0.7793,2005,5
"ws70",2005-06-10,0.8214,2005,6
"ws70",2005-06-26,0.8921,2005,6
"ws70",2005-07-12,0.7363,2005,7
"ws70",2005-07-28,0.807,2005,7
"ws70",2005-08-13,0.78,2005,8
"ws70",2005-08-29,0.8259,2005,8
"ws70",2005-09-14,0.1226,2005,9
"ws70",2005-09-30,0.7442,2005,9
"ws70",2005-10-16,0.8116,2005,10
"ws70",2005-11-01,0.8203,2005,11
"ws70",2005-11-17,0.7988,2005,11
"ws70",2005-12-03,0.8485,2005,12
"ws70",2005-12-19,0.8008,2005,12
"ws70",2006-01-01,0.8038,2006,1
"ws70",2006-01-17,0.7747,2006,1
"ws70",2006-02-02,0.7409,2006,2
"ws70",2006-02-18,0.7414,2006,2
"ws70",2006-03-06,0.7873,2006,3
"ws70",2006-03-22,0.6897,2006,3
"ws70",2006-04-07,0.6983,2006,4
"ws70",2006-04-23,0.7361,2006,4
"ws70",2006-05-09,0.7734,2006,5
"ws70",2006-05-25,0.6827,2006,5
"ws70",2006-06-10,0.7576,2006,6
"ws70",2006-06-26,0.6106,2006,6
"ws70",2006-07-12,0.7754,2006,7
"ws70",2006-07-28,0.3508,2006,7
"ws70",2006-08-13,0.7659,2006,8
"ws70",2006-08-29,0.1816,2006,8
"ws70",2006-09-14,0.9938,2006,9
"ws70",2006-09-30,0.6588,2006,9
"ws70",2006-10-16,0.8152,2006,10
"ws70",2006-11-01,0.8149,2006,11
"ws70",2006-11-17,0.8419,2006,11
"ws70",2006-12-03,0.775,2006,12
"ws70",2006-12-19,0.8365,2006,12
"ws70",2007-01-01,0.7852,2007,1
"ws70",2007-01-17,0.7659,2007,1
"ws70",2007-02-02,0.7608,2007,2
"ws70",2007-02-18,0.7322,2007,2
"ws70",2007-03-06,0.7138,2007,3
"ws70",2007-03-22,0.727,2007,3
"ws70",2007-04-07,0.7037,2007,4
"ws70",2007-04-23,0.763,2007,4
"ws70",2007-05-09,0.7482,2007,5
"ws70",2007-05-25,0.7591,2007,5
"ws70",2007-06-10,0.8362,2007,6
"ws70",2007-06-26,0.8117,2007,6
"ws70",2007-07-12,0.1075,2007,7
"ws70",2007-07-28,0.804,2007,7
"ws70",2007-08-13,0.6964,2007,8
"ws70",2007-08-29,0.7857,2007,8
"ws70",2007-09-14,0.8035,2007,9
"ws70",2007-09-30,0.8056,2007,9
"ws70",2007-10-16,0.8538,2007,10
"ws70",2007-11-01,0.8107,2007,11
"ws70",2007-11-17,0.7905,2007,11
"ws70",2007-12-03,0.7812,2007,12
"ws70",2007-12-19,0.7958,2007,12
"ws70",2008-01-01,0.8036,2008,1
"ws70",2008-01-17,0.8348,2008,1
"ws70",2008-02-02,0.7561,2008,2
"ws70",2008-02-18,0.7415,2008,2
"ws70",2008-03-05,0.735,2008,3
"ws70",2008-03-21,0.6976,2008,3
"ws70",2008-04-06,0.7664,2008,4
"ws70",2008-04-22,0.7289,2008,4
"ws70",2008-05-08,0.7904,2008,5
